source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell line]	characteristics[cell line]	characteristics[cell type]	characteristics[individual]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[collision energy]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	tissue	run 29	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	2	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_2.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_2.raw
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	tissue	run 30	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	3	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_3.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_3.raw
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	tissue	run 31	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	4	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_4.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_4.raw
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	tissue	run 32	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	5	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_5.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_5.raw
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	tissue	run 33	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	6	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_6.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_6.raw
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	tissue	run 34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	7	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_7.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_7.raw
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	tissue	run 35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	8	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_8.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_8.raw
Sample 3	Mus musculus	Triceps muscle	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	3	tissue	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	9	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_9.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20120720_EXQ2_AtDe_SA_WTR_OG_pooled_final_3_9.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG1.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG1.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	10	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG10.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG10.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	11	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG11.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG11.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	12	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG12.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG12.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	2	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG2.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG2.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	3	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG3.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG3.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	4	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG4.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG4.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	5	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG5.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG5.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	6	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG6.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG6.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	7	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG7.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG7.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	8	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG8.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG8.raw
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	1	cell	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	9	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG9.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG9.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_1.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_1.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	10	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_10.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_10.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	11	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_11.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_11.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	12	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_12.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_12.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	2	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_2.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_2.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	3	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_3.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_3.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	4	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_4.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_4.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	5	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_5.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_5.raw
