Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[strain/breed]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[cultured cell]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[individual]	assay name	comment[label]	comment[fractionation method]	comment[biological replicates]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 43	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	4	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG4.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG4.raw	cell
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 44	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	5	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG5.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG5.raw	cell
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 45	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	6	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG6.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG6.raw	cell
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 46	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	7	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG7.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG7.raw	cell
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 47	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	8	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG8.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG8.raw	cell
Sample 4	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 48	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	9	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG9.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121213_EXQ1_AtDe_50CM_LFQ_myotubes_OG9.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 49	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	1	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_1.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_1.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 50	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	10	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_10.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_10.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 51	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	11	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_11.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_11.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 52	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	12	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_12.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_12.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 53	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	2	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_2.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_2.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 54	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	3	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_3.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_3.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 55	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	4	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_4.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_4.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 56	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	5	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_5.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_5.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 57	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	6	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_6.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_6.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 58	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	7	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_7.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_7.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 59	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	8	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_8.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_8.raw	cell
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 60	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	2	9	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_9.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_9.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 61	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	1	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_1.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_1.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 62	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	10	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_10.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_10.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 63	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	11	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_11.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_11.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 64	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	12	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_12.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_12.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 65	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	2	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_2.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_2.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 66	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	3	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_3.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_3.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 67	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	4	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_4.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_4.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 68	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	5	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_5.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_5.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 69	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	6	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_6.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_6.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 70	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	7	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_7.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_7.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 71	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	8	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_8.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_8.raw	cell
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	run 72	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	3	9	not available	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_9.raw	not available	NT=Trypsin;AC=MS:1001251	not available	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_9.raw	cell
