source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]
14m__BG10_01_2206.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG10_01_2206.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG10_01_2206.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BG11_01_2207.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG11_01_2207.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG11_01_2207.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BG12_01_2208.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG12_01_2208.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BG12_01_2208.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH1_01_2209.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH1_01_2209.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH1_01_2209.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH2_01_2210.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH2_01_2210.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH2_01_2210.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH3_01_2211.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH3_01_2211.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH3_01_2211.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH4_01_2212.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH4_01_2212.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH4_01_2212.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH5_01_2213.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH5_01_2213.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH5_01_2213.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH6_01_2214.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH6_01_2214.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH6_01_2214.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH7_01_2215.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH7_01_2215.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH7_01_2215.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH8_01_2216.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH8_01_2216.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH8_01_2216.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH9_01_2217.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH9_01_2217.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH9_01_2217.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH10_01_2218.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH10_01_2218.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH10_01_2218.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH11_01_2219.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH11_01_2219.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH11_01_2219.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BH12_01_2220.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH12_01_2220.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BH12_01_2220.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BF1_01_2290.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BF1_01_2290.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BF1_01_2290.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BG5_01_2306.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG5_01_2306.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG5_01_2306.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BG6_01_2307.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG6_01_2307.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG6_01_2307.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BG7_01_2308.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG7_01_2308.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG7_01_2308.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BG8_01_2309.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG8_01_2309.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG8_01_2309.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BG9_01_2310.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG9_01_2310.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG9_01_2310.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BG10_01_2311.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG10_01_2311.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG10_01_2311.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BG11_01_2312.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG11_01_2312.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG11_01_2312.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BG12_01_2313.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG12_01_2313.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BG12_01_2313.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH1_01_2314.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH1_01_2314.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH1_01_2314.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH2_01_2315.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH2_01_2315.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH2_01_2315.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH3_01_2316.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH3_01_2316.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH3_01_2316.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH4_01_2317.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH4_01_2317.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH4_01_2317.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH5_01_2318.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH5_01_2318.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH5_01_2318.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH6_01_2319.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH6_01_2319.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH6_01_2319.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH7_01_2320.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH7_01_2320.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH7_01_2320.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH8_01_2321.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH8_01_2321.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH8_01_2321.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH9_01_2322.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH9_01_2322.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH9_01_2322.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH10_01_2323.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH10_01_2323.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH10_01_2323.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH11_01_2324.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH11_01_2324.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH11_01_2324.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
m15__BH12_01_2325.mzXML	not applicable	not applicable	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH12_01_2325.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/m15__BH12_01_2325.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE10_01_1063.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE10_01_1063.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE10_01_1063.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE11_01_1064.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE11_01_1064.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE11_01_1064.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE12_01_1065.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE12_01_1065.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE12_01_1065.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF1_01_1066.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF1_01_1066.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF1_01_1066.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF2_01_1067.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF2_01_1067.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF2_01_1067.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF3_01_1068.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF3_01_1068.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF3_01_1068.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF4_01_1069.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF4_01_1069.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF4_01_1069.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF5_01_1070.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF5_01_1070.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF5_01_1070.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF6_01_1071.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF6_01_1071.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF6_01_1071.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF7_01_1072.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF7_01_1072.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF7_01_1072.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF8_01_1073.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF8_01_1073.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF8_01_1073.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF9_01_1074.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF9_01_1074.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF9_01_1074.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF10_01_1075.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF10_01_1075.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF10_01_1075.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF11_01_1076.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF11_01_1076.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF11_01_1076.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BF12_01_1077.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF12_01_1077.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BF12_01_1077.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BG2_01_1079.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BG2_01_1079.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BG2_01_1079.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BG3_01_1080.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BG3_01_1080.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BG3_01_1080.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BG4_01_1081.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BG4_01_1081.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BG4_01_1081.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BH1_01_1090.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BH1_01_1090.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BH1_01_1090.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BB1_01_2035.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB1_01_2035.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB1_01_2035.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BB2_01_2036.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB2_01_2036.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB2_01_2036.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BB3_01_2037.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB3_01_2037.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB3_01_2037.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BB4_01_2038.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB4_01_2038.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB4_01_2038.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BB5_01_2039.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB5_01_2039.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB5_01_2039.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BB6_01_2040.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB6_01_2040.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB6_01_2040.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BB7_01_2041.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB7_01_2041.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB7_01_2041.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BB8_01_2042.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB8_01_2042.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB8_01_2042.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BB9_01_2043.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB9_01_2043.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BB9_01_2043.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BC1_01_2047.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC1_01_2047.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC1_01_2047.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BC2_01_2048.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC2_01_2048.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC2_01_2048.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BC3_01_2049.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC3_01_2049.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC3_01_2049.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BC4_01_2050.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC4_01_2050.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC4_01_2050.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BC5_01_2051.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC5_01_2051.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC5_01_2051.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BC6_01_2052.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC6_01_2052.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BC6_01_2052.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF1_01_2083.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF1_01_2083.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF1_01_2083.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF5_01_2087.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF5_01_2087.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF5_01_2087.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF6_01_2088.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF6_01_2088.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF6_01_2088.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF7_01_2089.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF7_01_2089.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF7_01_2089.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF8_01_2090.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF8_01_2090.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF8_01_2090.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF9_01_2091.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF9_01_2091.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF9_01_2091.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF10_01_2092.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF10_01_2092.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF10_01_2092.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF11_01_2093.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF11_01_2093.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF11_01_2093.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BF12_01_2094.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF12_01_2094.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BF12_01_2094.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BG1_01_2095.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG1_01_2095.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BG1_01_2095.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BB1_01_2137.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB1_01_2137.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB1_01_2137.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BB4_01_2140.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB4_01_2140.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB4_01_2140.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BB5_01_2141.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB5_01_2141.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB5_01_2141.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BB8_01_2144.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB8_01_2144.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB8_01_2144.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BB9_01_2145.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB9_01_2145.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BB9_01_2145.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
