source name	characteristics[organism]	characteristics[organism part]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[technical replicate]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b45	proteomic profiling by mass spectrometry	HV_map_B45.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B45.raw	45	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b6	proteomic profiling by mass spectrometry	HV_map_B6.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B6.raw	6	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b35	proteomic profiling by mass spectrometry	HV_map_B35.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B35.raw	35	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b15	proteomic profiling by mass spectrometry	HV_map_B15.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B15.raw	15	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b4	proteomic profiling by mass spectrometry	HV_map_B4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B4.raw	4	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b37	proteomic profiling by mass spectrometry	HV_map_B37.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B37.raw	37	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b10	proteomic profiling by mass spectrometry	HV_map_B10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B10.raw	10	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b38	proteomic profiling by mass spectrometry	HV_map_B38.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B38.raw	38	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b40	proteomic profiling by mass spectrometry	HV_map_B40.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B40.raw	40	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b17	proteomic profiling by mass spectrometry	HV_map_B17.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B17.raw	17	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b5	proteomic profiling by mass spectrometry	HV_map_B5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B5.raw	5	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b21	proteomic profiling by mass spectrometry	HV_map_B21.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B21.raw	21	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b9	proteomic profiling by mass spectrometry	HV_map_B9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B9.raw	9	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
mixed CSF	Homo sapiens	cerebrospinal fluid	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	uninfected	hv_map_b7b8	proteomic profiling by mass spectrometry	HV_map_B7B8.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/08/PXD000652/HV_map_B7B8.raw	7	AC=PRIDE:0000124; NT=Sodium dodecyl sulfate polyacrylamide gel electrophoresis	AC=MS:1002038;NT=label free sample	1	NT=Trypsin;AC=MS:1001251	AC=MS:1000264; NT=ion trap	AC=MS:1001742; NT=LTQ Orbitrap Velos	AC=PRIDE:0000563;NT=Reversed-phase chromatography	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	AC=MS:1000133;NT=CID	35 NCE	10 ppm	0.7 Da
