source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	material type	assay name	technology type	comment[file uri]	comment[fraction identifier]	comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD002192-Sample-35	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 35	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MDAcatSvz5.raw	1	MDAcatSvz5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-36	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 36	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/MDAcatSvz6.raw	1	MDAcatSvz6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-37	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 37	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5XnizjiCatB1.raw	1	5XnizjiCatB1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-38	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 38	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5XnizjiCatB2.raw	1	5XnizjiCatB2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-39	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 39	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5XnizjiCatB3.raw	1	5XnizjiCatB3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-40	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 40	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5XnizjiCatB4.raw	1	5XnizjiCatB4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-41	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 41	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5XnizjiCatB5.raw	1	5XnizjiCatB5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-42	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 42	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5XnizjiCatB6.raw	1	5XnizjiCatB6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-43	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 43	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatB1.raw	1	CatB1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-44	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 44	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatB2.raw	1	CatB2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-45	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 45	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatB3.raw	1	CatB3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-46	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 46	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatB4.raw	1	CatB4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-47	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 47	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatB5.raw	1	CatB5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-48	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 48	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatB6.raw	1	CatB6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-49	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 49	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatBE1.raw	1	CatBE1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-50	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 50	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatBE2.raw	1	CatBE2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-51	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 51	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatBE3.raw	1	CatBE3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-52	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 52	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatBE4.raw	1	CatBE4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-53	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 53	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatBE5.raw	1	CatBE5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-54	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 54	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatBE6.raw	1	CatBE6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-55	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 55	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5xnCatL1.raw	1	5xnCatL1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-56	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 56	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5xnCatL2.raw	1	5xnCatL2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-57	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 57	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5xnCatL3.raw	1	5xnCatL3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-58	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 58	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5xnCatL4.raw	1	5xnCatL4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-59	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 59	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5xnCatL5.raw	1	5xnCatL5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-60	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 60	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/5xnCatL6.raw	1	5xnCatL6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-61	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 61	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatL1.raw	1	CatL1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-62	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 62	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatL2.raw	1	CatL2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-63	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 63	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatL3.raw	1	CatL3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-64	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 64	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatL4.raw	1	CatL4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-65	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 65	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatL5.raw	1	CatL5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-66	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 66	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatL6.raw	1	CatL6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-67	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 67	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatLE1.raw	1	CatLE1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-68	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 68	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatLE2.raw	1	CatLE2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-69	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 69	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatLE3.raw	1	CatLE3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-70	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	3	not available	Cell line	run 70	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/CatLE4.raw	1	CatLE4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
