source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	assay name	comment[fraction identifier]	comment[technical replicate]	comment[Instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[data file]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
PXD017269_FASP_Biorep3_Rep1/ Glioma/ 3/ 1.5% SDS, 50mM DTT, 100mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	16	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_FASP_Biorep3_Rep1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_FASP_Biorep3_Rep2/ Glioma/ 3/ 1.5% SDS, 50mM DTT, 100mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	16	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_FASP_Biorep3_Rep2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_FASP_Biorep3_Rep3/ Glioma/ 3/ 1.5% SDS, 50mM DTT, 100mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	16	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_FASP_Biorep3_Rep3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Rapi_Biorep1_Rep1/ Glioma/ 1/ 0.2% RapiGest, 50mM Ammon. bicarb. pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	17	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_Rapi_Biorep1_Rep1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Rapi_Biorep1_Rep2/ Glioma/ 1/ 0.2% RapiGest, 50mM Ammon. bicarb. pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	17	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_Rapi_Biorep1_Rep2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Rapi_Biorep1_Rep3/ Glioma/ 1/ 0.2% RapiGest, 50mM Ammon. bicarb. pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	17	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_Rapi_Biorep1_Rep3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Rapi_Biorep2_Rep1/ Glioma/ 2/ 0.2% RapiGest, 50mM Ammon. bicarb. pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	18	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_Rapi_Biorep2_Rep1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Rapi_Biorep2_Rep2/ Glioma/ 2/ 0.2% RapiGest, 50mM Ammon. bicarb. pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	18	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_Rapi_Biorep2_Rep2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Rapi_Biorep2_Rep3/ Glioma/ 2/ 0.2% RapiGest, 50mM Ammon. bicarb. pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	18	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_Rapi_Biorep2_Rep3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Rapi_Biorep3_Rep1/ Glioma/ 3/ 0.2% RapiGest, 50mM Ammon. bicarb. pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	19	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_Rapi_Biorep3_Rep1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Rapi_Biorep3_Rep2/ Glioma/ 3/ 0.2% RapiGest, 50mM Ammon. bicarb. pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	19	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_Rapi_Biorep3_Rep2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_Rapi_Biorep3_Rep3/ Glioma/ 3/ 0.2% RapiGest, 50mM Ammon. bicarb. pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	19	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_Rapi_Biorep3_Rep3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE_Biorep1_Rep1_Rep/ Glioma/ 1/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	20	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_TFE_Biorep1_Rep1_Rep.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE_Biorep1_Rep2/ Glioma/ 1/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	20	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_TFE_Biorep1_Rep2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE_Biorep1_Rep3/ Glioma/ 1/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	20	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_TFE_Biorep1_Rep3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE_Biorep2_Rep1/ Glioma/ 2/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	21	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_TFE_Biorep2_Rep1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE_Biorep2_Rep2/ Glioma/ 2/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	21	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_TFE_Biorep2_Rep2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE_Biorep2_Rep3/ Glioma/ 2/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	21	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_TFE_Biorep2_Rep3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE_Biorep3_Rep1/ Glioma/ 3/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	22	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_TFE_Biorep3_Rep1.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE_Biorep3_Rep2/ Glioma/ 3/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	22	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_TFE_Biorep3_Rep2.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
PXD017269_TFE_Biorep3_Rep3/ Glioma/ 3/ 50% trifluoroethanol, 300mM Tris/HCl pH 8/ FFPE/ -	Homo sapiens	Tissue Glioma	not avalaible	not avalaible	22	not avalaible	not avalaible	not avalaible	not avalaible	4.5 ppm	20 ppm	NT=HCD	20191218_QX6_LiSc_FFPE_Revision_TFE_Biorep3_Rep3.mgf	NT=Trypsin/P;AC=MS:1001313;CS=(?<=[KR])	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Fixed;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Fixed;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Fixed;TA=K;MM=14.01565	NT=Oxidation;AC=UNIMOD:35;CF=O(1);MT=Variable;TA=M;MM=15.994915	NT=Acetyl;AC=UNIMOD:1;CF=C(2)H(2)O(1);MT=Variable;TA=N-term;MM=42.010565	NT=Methyl;AC=UNIMOD:34;CF=C(1)H(2);MT=Variable;TA=K;MM=14.01565
