source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cultured cell]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[data file]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	factor value[bait]
MCP_ky_0002259_KIF3C_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002259	0	0	Label free	MCP_ky_0002259_0207_46_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O14782
MCP_ky_0002259_KIF3C_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002259	0	0	Label free	MCP_ky_0002259_0208_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O14782
MCP_ky_0002259_KIF3C_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002259	0	0	Label free	MCP_ky_0002259_0209_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O14782
MCP_ky_0002267_KIFC3_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002267	0	0	Label free	MCP_ky_0002267_0218_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9BVG8
MCP_ky_0002267_KIFC3_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002267	0	0	Label free	MCP_ky_0002267_0219_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9BVG8
MCP_ky_0002267_KIFC3_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002267	0	0	Label free	MCP_ky_0002267_0220_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9BVG8
MCP_ky_0002268_KLC1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002268	0	0	Label free	MCP_ky_0002268_0195_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q07866
MCP_ky_0002268_KLC1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002268	0	0	Label free	MCP_ky_0002268_0196_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q07866
MCP_ky_0002268_KLC1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002268	0	0	Label free	MCP_ky_0002268_0197_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q07866
MCP_ky_0002271_KLC4_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002271	0	0	Label free	MCP_ky_0002271_0216_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NSK0
MCP_ky_0002271_KLC4_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002271	0	0	Label free	MCP_ky_0002271_0218_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NSK0
MCP_ky_0002271_KLC4_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002271	0	0	Label free	MCP_ky_0002271_0222_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NSK0
MCP_ky_0002281_MYH6_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002281	0	0	Label free	MCP_ky_0002281_0218_46_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P13533
MCP_ky_0002281_MYH6_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002281	0	0	Label free	MCP_ky_0002281_0219_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P13533
MCP_ky_0002281_MYH6_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002281	0	0	Label free	MCP_ky_0002281_0220_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P13533
MCP_ky_0002283_MYH9_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002283	0	0	Label free	MCP_ky_0002283_0215_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P35579
MCP_ky_0002283_MYH9_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002283	0	0	Label free	MCP_ky_0002283_0216_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P35579
MCP_ky_0002283_MYH9_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002283	0	0	Label free	MCP_ky_0002283_0222_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P35579
MCP_ky_0002292_CDK1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002292	0	0	Label free	MCP_ky_0002292_0169_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P11440
MCP_ky_0002292_CDK1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002292	0	0	Label free	MCP_ky_0002292_0170_38_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P11440
MCP_ky_0002292_CDK1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002292	0	0	Label free	MCP_ky_0002292_0171_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P11440
MCP_ky_0002302_RASSF1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002302	0	0	Label free	MCP_ky_0002302_0167_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q99MK9
MCP_ky_0002302_RASSF1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002302	0	0	Label free	MCP_ky_0002302_0170_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q99MK9
MCP_ky_0002302_RASSF1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002302	0	0	Label free	MCP_ky_0002302_0171_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q99MK9
MCP_ky_0002307_CDC26_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002307	0	0	Label free	MCP_ky_0002307_0169_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q99JP4
MCP_ky_0002307_CDC26_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002307	0	0	Label free	MCP_ky_0002307_0170_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q99JP4
MCP_ky_0002307_CDC26_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002307	0	0	Label free	MCP_ky_0002307_0171_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q99JP4
MCP_ky_0002313_CDK1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002313	0	0	Label free	MCP_ky_0002313_0094_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P06493
MCP_ky_0002313_CDK1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002313	0	0	Label free	MCP_ky_0002313_0111_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P06493
MCP_ky_0002313_CDK1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002313	0	0	Label free	MCP_ky_0002313_0112_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P06493
MCP_ky_0002315_CNOT1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002315	0	0	Label free	MCP_ky_0002315_0060_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-A5YKK6
MCP_ky_0002315_CNOT1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002315	0	0	Label free	MCP_ky_0002315_0103_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-A5YKK6
MCP_ky_0002315_CNOT1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002315	0	0	Label free	MCP_ky_0002315_0105_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-A5YKK6
MCP_ky_0002316_CPSF3_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002316	0	0	Label free	MCP_ky_0002316_0076_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9UKF6
MCP_ky_0002316_CPSF3_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002316	0	0	Label free	MCP_ky_0002316_0086_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9UKF6
MCP_ky_0002316_CPSF3_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002316	0	0	Label free	MCP_ky_0002316_0087_21_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9UKF6
MCP_ky_0002317_CXXC1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002317	0	0	Label free	MCP_ky_0002317_0078_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9P0U4
MCP_ky_0002317_CXXC1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002317	0	0	Label free	MCP_ky_0002317_0086_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9P0U4
MCP_ky_0002317_CXXC1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002317	0	0	Label free	MCP_ky_0002317_0087_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9P0U4
MCP_ky_0002325_THOC2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002325	0	0	Label free	MCP_ky_0002325_0121_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8NI27
MCP_ky_0002325_THOC2_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002325	0	0	Label free	MCP_ky_0002325_0122_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8NI27
MCP_ky_0002325_THOC2_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002325	0	0	Label free	MCP_ky_0002325_0124_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8NI27
MCP_ky_0002328_CDC26_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002328	0	0	Label free	MCP_ky_0002328_0169_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99JP4
MCP_ky_0002328_CDC26_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002328	0	0	Label free	MCP_ky_0002328_0170_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99JP4
MCP_ky_0002328_CDC26_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002328	0	0	Label free	MCP_ky_0002328_0171_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99JP4
MCP_ky_0002330_NCAPH_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002330	0	0	Label free	MCP_ky_0002330_0094_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q15003
MCP_ky_0002330_NCAPH_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002330	0	0	Label free	MCP_ky_0002330_0111_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q15003
MCP_ky_0002330_NCAPH_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002330	0	0	Label free	MCP_ky_0002330_0112_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q15003
MCP_ky_0002334_BUB1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002334	0	0	Label free	MCP_ky_0002334_0215_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O43683
MCP_ky_0002334_BUB1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002334	0	0	Label free	MCP_ky_0002334_0216_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O43683
MCP_ky_0002334_BUB1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002334	0	0	Label free	MCP_ky_0002334_0222_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O43683
MCP_ky_0002341_MIS12_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002341	0	0	Label free	MCP_ky_0002341_0110_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9H081
MCP_ky_0002341_MIS12_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002341	0	0	Label free	MCP_ky_0002341_0134_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9H081
MCP_ky_0002341_MIS12_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002341	0	0	Label free	MCP_ky_0002341_0137_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9H081
MCP_ky_0002343_PLK1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002343	0	0	Label free	MCP_ky_0002343_0186_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P53350
MCP_ky_0002343_PLK1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002343	0	0	Label free	MCP_ky_0002343_0187_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P53350
MCP_ky_0002343_PLK1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002343	0	0	Label free	MCP_ky_0002343_0188_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P53350
MCP_ky_0002344_PTTG1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002344	0	0	Label free	MCP_ky_0002344_0153_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95997
MCP_ky_0002344_PTTG1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002344	0	0	Label free	MCP_ky_0002344_0154_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95997
MCP_ky_0002344_PTTG1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002344	0	0	Label free	MCP_ky_0002344_0163_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95997
MCP_ky_0002346_SMC6_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002346	0	0	Label free	MCP_ky_0002346_0169_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96SB8
MCP_ky_0002346_SMC6_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002346	0	0	Label free	MCP_ky_0002346_0170_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96SB8
MCP_ky_0002346_SMC6_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002346	0	0	Label free	MCP_ky_0002346_0171_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96SB8
MCP_ky_0002348_WAPAL_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002348	0	0	Label free	MCP_ky_0002348_0169_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q7Z5K2
MCP_ky_0002348_WAPAL_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002348	0	0	Label free	MCP_ky_0002348_0169_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q7Z5K2
MCP_ky_0002348_WAPAL_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002348	0	0	Label free	MCP_ky_0002348_0170_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q7Z5K2
MCP_ky_0002349_ZWINT_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002349	0	0	Label free	MCP_ky_0002349_0169_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95229
MCP_ky_0002349_ZWINT_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002349	0	0	Label free	MCP_ky_0002349_0170_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95229
MCP_ky_0002349_ZWINT_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002349	0	0	Label free	MCP_ky_0002349_0171_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95229
MCP_ky_0002355_KIF11_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002355	0	0	Label free	MCP_ky_0002355_0201_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	GFP-P52732
MCP_ky_0002355_KIF11_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002355	0	0	Label free	MCP_ky_0002355_0202_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	GFP-P52732
MCP_ky_0002355_KIF11_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002355	0	0	Label free	MCP_ky_0002355_0203_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	GFP-P52732
MCP_ky_0002356_KIF20A_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002356	0	0	Label free	MCP_ky_0002356_0094_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95235
MCP_ky_0002356_KIF20A_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002356	0	0	Label free	MCP_ky_0002356_0111_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95235
MCP_ky_0002356_KIF20A_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002356	0	0	Label free	MCP_ky_0002356_0112_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-O95235
MCP_ky_0002360_CKAP5_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002360	0	0	Label free	MCP_ky_0002360_0041_36_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q14008
MCP_ky_0002360_CKAP5_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002360	0	0	Label free	MCP_ky_0002360_0069_46_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q14008
MCP_ky_0002360_CKAP5_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002360	0	0	Label free	MCP_ky_0002360_0071_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q14008
MCP_ky_0002362_RACGAP1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002362	0	0	Label free	MCP_ky_0002362_0198_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q9WVM1
MCP_ky_0002362_RACGAP1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002362	0	0	Label free	MCP_ky_0002362_0199_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q9WVM1
MCP_ky_0002362_RACGAP1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002362	0	0	Label free	MCP_ky_0002362_0200_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q9WVM1
MCP_ky_0002363_RHOA_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002363	0	0	Label free	MCP_ky_0002363_0243_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9QUI0
MCP_ky_0002363_RHOA_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002363	0	0	Label free	MCP_ky_0002363_0244_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9QUI0
MCP_ky_0002363_RHOA_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002363	0	0	Label free	MCP_ky_0002363_0245_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9QUI0
MCP_ky_0002367_BMPR1A_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002367	0	0	Label free	MCP_ky_0002367_0215_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P36895
MCP_ky_0002367_BMPR1A_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002367	0	0	Label free	MCP_ky_0002367_0216_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P36895
MCP_ky_0002367_BMPR1A_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002367	0	0	Label free	MCP_ky_0002367_0222_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-P36895
MCP_ky_0002368_KCTD5_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002368	0	0	Label free	MCP_ky_0002368_0215_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q8VC57
MCP_ky_0002368_KCTD5_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002368	0	0	Label free	MCP_ky_0002368_0216_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q8VC57
MCP_ky_0002368_KCTD5_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002368	0	0	Label free	MCP_ky_0002368_0222_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-Q8VC57
MCP_ky_0002371_ANLN_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002371	0	0	Label free	MCP_ky_0002371_0111_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NQW6
MCP_ky_0002371_ANLN_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002371	0	0	Label free	MCP_ky_0002371_0111_48_JBB.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NQW6
MCP_ky_0002371_ANLN_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002371	0	0	Label free	MCP_ky_0002371_0112_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NQW6
MCP_ky_0002371_ANLN_4	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0002371	0	0	Label free	MCP_ky_0002371_0230_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NQW6
MCP_ky_0002371_ANLN_5	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0002371	0	0	Label free	MCP_ky_0002371_0232_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NQW6
MCP_ky_0002371_ANLN_6	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0002371	0	0	Label free	MCP_ky_0002371_0233_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NQW6
MCP_ky_0002376_DDB1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002376	0	0	Label free	MCP_ky_0002376_0059_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q3U1J4
MCP_ky_0002376_DDB1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002376	0	0	Label free	MCP_ky_0002376_0121_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q3U1J4
MCP_ky_0002376_DDB1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002376	0	0	Label free	MCP_ky_0002376_0122_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q3U1J4
MCP_ky_0002395_HAX1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0002395	0	0	Label free	MCP_ky_0002395_0215_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-O35387
MCP_ky_0002395_HAX1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0002395	0	0	Label free	MCP_ky_0002395_0216_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-O35387
MCP_ky_0002395_HAX1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0002395	0	0	Label free	MCP_ky_0002395_0222_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	FLAP-O35387
