source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell type]	characteristics[developmental stage]	characteristics[disposition]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[file uri]	factor value[organism part]	factor value[age]
Sample 18	Mus musculus	heart	10M	not applicable	adult	uninfected	1	not applicable	Run 36	proteomic profiling by mass spectrometry	heart_10mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_10mo_2_2-results.raw	heart	10M
Sample 19	Mus musculus	heart	10M	not applicable	adult	uninfected	1	not applicable	Run 37	proteomic profiling by mass spectrometry	heart_10mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_10mo_3_1-results.raw	heart	10M
Sample 19	Mus musculus	heart	10M	not applicable	adult	uninfected	1	not applicable	Run 38	proteomic profiling by mass spectrometry	heart_10mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_10mo_3_2-results.raw	heart	10M
Sample 20	Mus musculus	heart	10M	not applicable	adult	uninfected	1	not applicable	Run 39	proteomic profiling by mass spectrometry	heart_10mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_10mo_4_1-results.raw	heart	10M
Sample 20	Mus musculus	heart	10M	not applicable	adult	uninfected	1	not applicable	Run 40	proteomic profiling by mass spectrometry	heart_10mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_10mo_4_2-results.raw	heart	10M
Sample 21	Mus musculus	heart	18M	not applicable	adult	uninfected	1	not applicable	Run 41	proteomic profiling by mass spectrometry	heart_18mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_18mo_1_1-results.raw	heart	18M
Sample 21	Mus musculus	heart	18M	not applicable	adult	uninfected	1	not applicable	Run 42	proteomic profiling by mass spectrometry	heart_18mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_18mo_1_2-results.raw	heart	18M
Sample 22	Mus musculus	heart	18M	not applicable	adult	uninfected	1	not applicable	Run 43	proteomic profiling by mass spectrometry	heart_18mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_18mo_2_1-results.raw	heart	18M
Sample 22	Mus musculus	heart	18M	not applicable	adult	uninfected	1	not applicable	Run 44	proteomic profiling by mass spectrometry	heart_18mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_18mo_2_2-results.raw	heart	18M
Sample 23	Mus musculus	heart	24M	not applicable	adult	uninfected	1	not applicable	Run 45	proteomic profiling by mass spectrometry	heart_24mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_24mo_1_1-results.raw	heart	24M
Sample 23	Mus musculus	heart	24M	not applicable	adult	uninfected	1	not applicable	Run 46	proteomic profiling by mass spectrometry	heart_24mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_24mo_1_2-results.raw	heart	24M
Sample 24	Mus musculus	heart	24M	not applicable	adult	uninfected	1	not applicable	Run 47	proteomic profiling by mass spectrometry	heart_24mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_24mo_2_1-results.raw	heart	24M
Sample 24	Mus musculus	heart	24M	not applicable	adult	uninfected	1	not applicable	Run 48	proteomic profiling by mass spectrometry	heart_24mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_24mo_2_2-results.raw	heart	24M
Sample 25	Mus musculus	heart	3M	not applicable	adult	uninfected	1	not applicable	Run 49	proteomic profiling by mass spectrometry	heart_3mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_3mo_1_1-results.raw	heart	3M
Sample 25	Mus musculus	heart	3M	not applicable	adult	uninfected	1	not applicable	Run 50	proteomic profiling by mass spectrometry	heart_3mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_3mo_1_2-results.raw	heart	3M
Sample 26	Mus musculus	heart	3M	not applicable	adult	uninfected	1	not applicable	Run 51	proteomic profiling by mass spectrometry	heart_3mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_3mo_2_1-results.raw	heart	3M
Sample 26	Mus musculus	heart	3M	not applicable	adult	uninfected	1	not applicable	Run 52	proteomic profiling by mass spectrometry	heart_3mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_3mo_2_2-results.raw	heart	3M
Sample 27	Mus musculus	heart	3M	not applicable	adult	uninfected	1	not applicable	Run 53	proteomic profiling by mass spectrometry	heart_3mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_3mo_3_1-results.raw	heart	3M
Sample 27	Mus musculus	heart	3M	not applicable	adult	uninfected	1	not applicable	Run 54	proteomic profiling by mass spectrometry	heart_3mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_3mo_3_2-results.raw	heart	3M
Sample 28	Mus musculus	heart	3M	not applicable	adult	uninfected	1	not applicable	Run 55	proteomic profiling by mass spectrometry	heart_3mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_3mo_4_1-results.raw	heart	3M
Sample 28	Mus musculus	heart	3M	not applicable	adult	uninfected	1	not applicable	Run 56	proteomic profiling by mass spectrometry	heart_3mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_3mo_4_2-results.raw	heart	3M
Sample 29	Mus musculus	heart	5M	not applicable	adult	uninfected	1	not applicable	Run 57	proteomic profiling by mass spectrometry	heart_5mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_5mo_1_1-results.raw	heart	5M
Sample 29	Mus musculus	heart	5M	not applicable	adult	uninfected	1	not applicable	Run 58	proteomic profiling by mass spectrometry	heart_5mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_5mo_1_2-results.raw	heart	5M
Sample 30	Mus musculus	heart	5M	not applicable	adult	uninfected	1	not applicable	Run 59	proteomic profiling by mass spectrometry	heart_5mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_5mo_2_1-results.raw	heart	5M
Sample 31	Mus musculus	heart	5M	not applicable	adult	uninfected	1	not applicable	Run 60	proteomic profiling by mass spectrometry	heart_5mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_5mo_2_2-results.raw	heart	5M
Sample 31	Mus musculus	heart	5M	not applicable	adult	uninfected	1	not applicable	Run 61	proteomic profiling by mass spectrometry	heart_5mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_5mo_3_1-results.raw	heart	5M
Sample 32	Mus musculus	heart	5M	not applicable	adult	uninfected	1	not applicable	Run 62	proteomic profiling by mass spectrometry	heart_5mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_5mo_3_2-results.raw	heart	5M
Sample 32	Mus musculus	heart	5M	not applicable	adult	uninfected	1	not applicable	Run 63	proteomic profiling by mass spectrometry	heart_5mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_5mo_4_1-results.raw	heart	5M
Sample 33	Mus musculus	heart	5M	not applicable	adult	uninfected	1	not applicable	Run 64	proteomic profiling by mass spectrometry	heart_5mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/heart_5mo_4_2-results.raw	heart	5M
Sample 33	Mus musculus	kidney	10M	not applicable	adult	uninfected	1	not applicable	Run 65	proteomic profiling by mass spectrometry	kidney_10mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_10mo_1_1-results.raw	kidney	10M
Sample 34	Mus musculus	kidney	10M	not applicable	adult	uninfected	1	not applicable	Run 66	proteomic profiling by mass spectrometry	kidney_10mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_10mo_1_2-results.raw	kidney	10M
Sample 34	Mus musculus	kidney	10M	not applicable	adult	uninfected	1	not applicable	Run 67	proteomic profiling by mass spectrometry	kidney_10mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_10mo_2_1-results.raw	kidney	10M
Sample 34	Mus musculus	kidney	10M	not applicable	adult	uninfected	1	not applicable	Run 68	proteomic profiling by mass spectrometry	kidney_10mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_10mo_2_2-results.raw	kidney	10M
Sample 35	Mus musculus	kidney	10M	not applicable	adult	uninfected	1	not applicable	Run 69	proteomic profiling by mass spectrometry	kidney_10mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_10mo_3_1-results.raw	kidney	10M
Sample 35	Mus musculus	kidney	10M	not applicable	adult	uninfected	1	not applicable	Run 70	proteomic profiling by mass spectrometry	kidney_10mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_10mo_3_2-results.raw	kidney	10M
