source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	assay name	Technology Type	comment[file uri]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment [cleavage agent details]	comment[fractionation method]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	factor value[cell line]
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 100	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_30.raw	30	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_30.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 101	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_31.raw	31	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_31.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 102	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_32.raw	32	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_32.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 103	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_33.raw	33	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_33.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 104	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_34.raw	34	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_34.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 105	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_35.raw	35	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_35.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 106	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_36.raw	36	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_36.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 107	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_37.raw	37	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_37.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 108	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_38.raw	38	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_38.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 109	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_39.raw	39	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_39.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 110	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_40.raw	40	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_40.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 111	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_41.raw	41	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_41.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 112	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_42.raw	42	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_42.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 113	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_43.raw	43	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_43.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 114	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_44.raw	44	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_44.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 115	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_45.raw	45	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_45.raw	cell line	HeLa
Sample 2	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 116	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_46.raw	46	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=R;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	not available	not available	not available	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150410_QE3_UPLC9_DBJ_SA_46fractions_Rep1_46.raw	cell line	HeLa
Sample 3	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 117	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_1.raw	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	NT=Phospho;TA=S;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=T;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=Y;MT=Variable;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_1.raw	cell line	HeLa
Sample 3	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 118	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_2.raw	2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	NT=Phospho;TA=S;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=T;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=Y;MT=Variable;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_2.raw	cell line	HeLa
Sample 3	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 119	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_3.raw	3	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	NT=Phospho;TA=S;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=T;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=Y;MT=Variable;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_3.raw	cell line	HeLa
Sample 3	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 120	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_4.raw	4	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	NT=Phospho;TA=S;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=T;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=Y;MT=Variable;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_4.raw	cell line	HeLa
Sample 3	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 121	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_5.raw	5	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	NT=Phospho;TA=S;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=T;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=Y;MT=Variable;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_5.raw	cell line	HeLa
Sample 3	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 122	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_6.raw	6	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	NT=Phospho;TA=S;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=T;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=Y;MT=Variable;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_6.raw	cell line	HeLa
Sample 3	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	run 123	proteomic profiling by mass spectrometer	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_7.raw	7	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	NT=Phospho;TA=S;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=T;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=Y;MT=Variable;AC=UNIMOD:21	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH10_7.raw	cell line	HeLa
