source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[cleavage agent details]	comment [cleavage agent details]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type
Sample 4	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 140	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH8_12.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	12	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	NT=Phospho;TA=S;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=T;MT=Variable;AC=UNIMOD:21	NT=Phospho;TA=Y;MT=Variable;AC=UNIMOD:21	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150517_QE5_UPLC8_DBJ_SA_Hela_3mg_phospho_pH8_12.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 141	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_1.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	1	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_1.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 142	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_2.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	2	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_2.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 143	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_3.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	3	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_3.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 144	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_4.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	4	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_4.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 145	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_5.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	5	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_5.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 146	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_6.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	6	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_6.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 147	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_7.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	7	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_7.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 148	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_8.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	8	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_8.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 149	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_9.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	9	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_9.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 150	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_10.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	10	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_10.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 151	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_11.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	11	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_11.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 152	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_12.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	12	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_12.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 153	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_13.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	13	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_13.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 154	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_14.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	14	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_14.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 155	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_15.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	15	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_15.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 156	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_16.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	16	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_16.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 157	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_17.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	17	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_17.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 158	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_18.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	18	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_18.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 159	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_19.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	19	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_19.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 160	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_20.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	20	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_20.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 161	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_21_2.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	21	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_21_2.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 162	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_22_2.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	22	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_22_2.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 163	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_23_2.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	23	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_23_2.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 164	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_24.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	24	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_24.raw	cell line
Sample 5	Homo sapiens	not applicable	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	not applicable	run 165	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_25.raw	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	25	NT=Chymotrypsin;AC=MS:1001306	not available	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere; AC=UNIMOD:27; TA=Q	not available	not available	not available	AC=MS:1002038;NT=label free sample	AC=MS:1000422;NT=HCD	not available	not available	20150708_QE3_UPLC8_DBJ_QC_HELA_39frac_Chymotrypsin_25.raw	cell line
