source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[disease]	characteristics[enrichment process]	characteristics[cell type]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[MS2 analyzer type]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]
Sample 55	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 55	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22212.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22212.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 56	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 56	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22214.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22214.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 57	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 57	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22216.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22216.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 58	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 58	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22218.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22218.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 59	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 59	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22220.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22220.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 60	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 60	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22222.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22222.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 61	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 61	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22226.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22226.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 62	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 62	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22228.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22228.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 63	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 63	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22230.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22230.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 64	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 64	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22232.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22232.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 65	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 65	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22234.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22234.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 66	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 66	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22236.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22236.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 67	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 67	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22238.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22238.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 68	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 68	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22240.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22240.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 69	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 69	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22242.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22242.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 70	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 70	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22244.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22244.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 71	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 71	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22246.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22246.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 72	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 72	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22248.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22248.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 73	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 73	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22257.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22257.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 74	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 74	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22259.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22259.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 75	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 75	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22261.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22261.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 76	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 76	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22263.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22263.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 77	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 77	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22265.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22265.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 78	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 78	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22267.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22267.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 79	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 79	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22269.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22269.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
Sample 80	Homo sapiens	Colon	not available	not available	not available	not available	CRC cell line DiFi	Colorectal Cancer	enrichment of phosphorylated Protein	not available	1	cell line	run 80	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014565/QEXI22271.raw	NT=Q Exactive;AC=MS:1001911	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Phospho;TA=S,T,Y;AC=UNIMOD:21;MT=variable	NT=HCD;AC=MS:1000422	27 NCE	not available	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	QEXI22271.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0
