Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	Characteristics[disease]	Characteristics[phenotype]	assay name	comment[label]	comment[fraction identifier]	comment[MS2 mass analyzer]	comment[instrument]	comment[file uri]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type
Sample 7	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 38	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC3_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC3_3.raw	cell
Sample 7	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 39	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC3_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC3_4.raw	cell
Sample 7	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 40	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC3_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC3_5.raw	cell
Sample 7	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 41	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC3_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC3_6.raw	cell
Sample 8	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 42	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC4_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC4_1.raw	cell
Sample 8	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 43	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC4_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC4_2.raw	cell
Sample 8	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 44	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC4_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC4_3.raw	cell
Sample 8	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 45	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC4_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC4_4.raw	cell
Sample 8	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 46	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC4_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC4_5.raw	cell
Sample 8	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 47	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110612_Q2_TaGe_SA_BC4_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110612_Q2_TaGe_SA_BC4_6.raw	cell
Sample 9	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 48	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC10_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC10_1.raw	cell
Sample 9	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 49	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC10_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC10_2.raw	cell
Sample 9	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 50	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC10_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC10_3.raw	cell
Sample 9	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 51	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC10_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC10_4.raw	cell
Sample 9	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 52	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC10_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC10_5.raw	cell
Sample 9	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	Her2	run 53	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC10_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC10_6.raw	cell
Sample 10	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 54	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC12_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC12_1.raw	cell
Sample 10	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 55	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC12_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC12_2.raw	cell
Sample 10	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 56	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC12_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC12_3.raw	cell
Sample 10	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 57	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC12_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC12_4.raw	cell
Sample 10	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 58	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC12_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC12_5.raw	cell
Sample 10	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 59	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC12_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC12_6.raw	cell
Sample 11	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 60	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC17_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC17_1.raw	cell
Sample 11	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 61	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC17_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC17_2.raw	cell
Sample 11	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 62	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC17_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC17_3.raw	cell
Sample 11	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 63	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC17_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC17_4.raw	cell
Sample 11	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 64	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC17_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC17_5.raw	cell
Sample 11	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 65	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC17_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC17_6.raw	cell
Sample 12	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 66	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC18_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC18_1.raw	cell
Sample 12	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 67	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC18_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC18_2.raw	cell
Sample 12	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 68	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC18_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC18_3.raw	cell
Sample 12	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 69	NT=SILAC;AC=MS:1002611	4	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC18_4.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC18_4.raw	cell
Sample 12	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 70	NT=SILAC;AC=MS:1002611	5	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC18_5.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC18_5.raw	cell
Sample 12	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	triple negative	run 71	NT=SILAC;AC=MS:1002611	6	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC18_6.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC18_6.raw	cell
Sample 13	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 72	NT=SILAC;AC=MS:1002611	1	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC19_1.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC19_1.raw	cell
Sample 13	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 73	NT=SILAC;AC=MS:1002611	2	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC19_2.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC19_2.raw	cell
Sample 13	Homo sapiens	breast cancer cell	not available	not available	not available	not available	not available	breast cancer	ERPR	run 74	NT=SILAC;AC=MS:1002611	3	AC=MS:1000081;NT=quadrupole	NT=Q Exactive;AC=MS:1001911	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/01/PXD002619/20110616_EXQ1_TaGe_SA_BC19_3.raw	AC=MS:1000422;NT=HCD	NT=Trypsin;AC=MS:1001251	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	6 ppm	20 ppm	20110616_EXQ1_TaGe_SA_BC19_3.raw	cell
