source name	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[biological replicate]	characteristics[disease]	characteristics[cell type]	assay name	technology type	comment[acquisition method]	comment[technical replicate]	comment[chromatography type]	comment[scan polarity]	comment[instrument]	comment[ion source]	comment[data file]	comment[metabolite assignment file]	factor value[gene]
L825m	Mus musculus	liver	male	4	not applicable	not available	X20180910_825F_neg_052	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_825F_neg_052.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L825m	Mus musculus	blood plasma	male	4	not applicable	not available	X20180910_825P_neg_052	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_825P_neg_052.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
L826m	Mus musculus	liver	male	5	not applicable	not available	X20180910_826F_neg_068	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_826F_neg_068.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L826m	Mus musculus	blood plasma	male	5	not applicable	not available	X20180910_826P_neg_068	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_826P_neg_068.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
L827m	Mus musculus	liver	male	6	not applicable	not available	X20180910_827F_neg_031	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_827F_neg_031.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L827m	Mus musculus	blood plasma	male	6	not applicable	not available	X20180910_827P_neg_031	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_827P_neg_031.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
L836f	Mus musculus	liver	female	7	not applicable	not available	X20180910_836F_neg_055	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_836F_neg_055.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L836f	Mus musculus	blood plasma	female	7	not applicable	not available	X20180910_836P_neg_055	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_836P_neg_055.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
L841f	Mus musculus	liver	female	8	not applicable	not available	X20180910_841F_neg_070	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_841F_neg_070.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L841f	Mus musculus	blood plasma	female	8	not applicable	not available	X20180910_841P_neg_070	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_841P_neg_070.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
L848m	Mus musculus	liver	male	9	not applicable	not available	X20180910_848F_neg_035	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_848F_neg_035.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L848m	Mus musculus	blood plasma	male	9	not applicable	not available	X20180910_848P_neg_035	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_848P_neg_035.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
L849m	Mus musculus	liver	male	10	not applicable	not available	X20180910_849F_neg_038	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_849F_neg_038.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L849m	Mus musculus	blood plasma	male	10	not applicable	not available	X20180910_849P_neg_038	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_849P_neg_038.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
L854f	Mus musculus	liver	female	11	not applicable	not available	X20180910_854F_neg_028	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_854F_neg_028.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L854f	Mus musculus	blood plasma	female	11	not applicable	not available	X20180910_854P_neg_028	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_854P_neg_028.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
L859m	Mus musculus	liver	male	12	not applicable	not available	X20180910_859F_neg_062	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_859F_neg_062.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L859m	Mus musculus	blood plasma	male	12	not applicable	not available	X20180910_859P_neg_062	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_859P_neg_062.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
L862f	Mus musculus	liver	female	13	not applicable	not available	X20180910_862F_neg_063	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_862F_neg_063.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	Lat
L862f	Mus musculus	blood plasma	female	13	not applicable	not available	X20180910_862P_neg_063	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_862P_neg_063.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	Lat
QC	Mus musculus	liver	not applicable	1	not applicable	not available	X20180910_QC.EI_neg_030_liver	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_030_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	2	not applicable	not available	X20180910_QC.EI_neg_036_liver	LC-MS-based metabolomics	full scan	2	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_036_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	3	not applicable	not available	X20180910_QC.EI_neg_042_liver	LC-MS-based metabolomics	full scan	3	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_042_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	4	not applicable	not available	X20180910_QC.EI_neg_048_liver	LC-MS-based metabolomics	full scan	4	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_048_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	5	not applicable	not available	X20180910_QC.EI_neg_054_liver	LC-MS-based metabolomics	full scan	5	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_054_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	6	not applicable	not available	X20180910_QC.EI_neg_059_liver	LC-MS-based metabolomics	full scan	6	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_059_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	7	not applicable	not available	X20180910_QC.EI_neg_065_liver	LC-MS-based metabolomics	full scan	7	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_065_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	8	not applicable	not available	X20180910_QC.EI_neg_071_liver	LC-MS-based metabolomics	full scan	8	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_071_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	9	not applicable	not available	X20180910_QC.EI_neg_075_liver	LC-MS-based metabolomics	full scan	9	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_075_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	10	not applicable	not available	X20180910_QC.EI.dil.1_neg_022_liver	LC-MS-based metabolomics	full scan	10	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-1_neg_022_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	11	not applicable	not available	X20180910_QC.EI.dil.1_neg_023_liver	LC-MS-based metabolomics	full scan	11	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-1_neg_023_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	12	not applicable	not available	X20180910_QC.EI.dil.1_neg_024_liver	LC-MS-based metabolomics	full scan	12	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-1_neg_024_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	13	not applicable	not available	X20180910_QC.EI.dil.2_neg_019_liver	LC-MS-based metabolomics	full scan	13	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-2_neg_019_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	14	not applicable	not available	X20180910_QC.EI.dil.2_neg_020_liver	LC-MS-based metabolomics	full scan	14	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-2_neg_020_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	15	not applicable	not available	X20180910_QC.EI.dil.2_neg_021_liver	LC-MS-based metabolomics	full scan	15	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-2_neg_021_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	16	not applicable	not available	X20180910_QC.EI.dil.4_neg_016_liver	LC-MS-based metabolomics	full scan	16	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-4_neg_016_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	17	not applicable	not available	X20180910_QC.EI.dil.4_neg_017_liver	LC-MS-based metabolomics	full scan	17	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-4_neg_017_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	18	not applicable	not available	X20180910_QC.EI.dil.4_neg_018_liver	LC-MS-based metabolomics	full scan	18	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-4_neg_018_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	19	not applicable	not available	X20180910_QC.EI.dil.8_neg_013_liver	LC-MS-based metabolomics	full scan	19	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-8_neg_013_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	20	not applicable	not available	X20180910_QC.EI.dil.8_neg_014_liver	LC-MS-based metabolomics	full scan	20	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-8_neg_014_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	liver	not applicable	21	not applicable	not available	X20180910_QC.EI.dil.8_neg_015_liver	LC-MS-based metabolomics	full scan	21	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-8_neg_015_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	22	not applicable	not available	X20180910_QC.EI.dil.1_neg_022_blood_plasma	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-1_neg_022_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	23	not applicable	not available	X20180910_QC.EI.dil.1_neg_023_blood_plasma	LC-MS-based metabolomics	full scan	2	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-1_neg_023_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	24	not applicable	not available	X20180910_QC.EI.dil.1_neg_024_blood_plasma	LC-MS-based metabolomics	full scan	3	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-1_neg_024_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	25	not applicable	not available	X20180910_QC.EI.dil.2_neg_019_blood_plasma	LC-MS-based metabolomics	full scan	4	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-2_neg_019_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	26	not applicable	not available	X20180910_QC.EI.dil.2_neg_020_blood_plasma	LC-MS-based metabolomics	full scan	5	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-2_neg_020_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	27	not applicable	not available	X20180910_QC.EI.dil.2_neg_021_blood_plasma	LC-MS-based metabolomics	full scan	6	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-2_neg_021_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	28	not applicable	not available	X20180910_QC.EI.dil.4_neg_016_blood_plasma	LC-MS-based metabolomics	full scan	7	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-4_neg_016_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	29	not applicable	not available	X20180910_QC.EI.dil.4_neg_017_blood_plasma	LC-MS-based metabolomics	full scan	8	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-4_neg_017_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	30	not applicable	not available	X20180910_QC.EI.dil.4_neg_018_blood_plasma	LC-MS-based metabolomics	full scan	9	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-4_neg_018_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	31	not applicable	not available	X20180910_QC.EI.dil.8_neg_013_blood_plasma	LC-MS-based metabolomics	full scan	10	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-8_neg_013_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	32	not applicable	not available	X20180910_QC.EI.dil.8_neg_014_blood_plasma	LC-MS-based metabolomics	full scan	11	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-8_neg_014_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	33	not applicable	not available	X20180910_QC.EI.dil.8_neg_015_blood_plasma	LC-MS-based metabolomics	full scan	12	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI-dil-8_neg_015_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	34	not applicable	not available	X20180910_QC.EI_neg_022_blood_plasma	LC-MS-based metabolomics	full scan	13	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_022_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	35	not applicable	not available	X20180910_QC.EI_neg_023_blood_plasma	LC-MS-based metabolomics	full scan	14	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_023_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	36	not applicable	not available	X20180910_QC.EI_neg_024_blood_plasma	LC-MS-based metabolomics	full scan	15	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_024_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	37	not applicable	not available	X20180910_QC.EI_neg_030_blood_plasma	LC-MS-based metabolomics	full scan	16	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_030_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	38	not applicable	not available	X20180910_QC.EI_neg_036_blood_plasma	LC-MS-based metabolomics	full scan	17	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_036_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	39	not applicable	not available	X20180910_QC.EI_neg_042_blood_plasma	LC-MS-based metabolomics	full scan	18	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_042_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	40	not applicable	not available	X20180910_QC.EI_neg_048_blood_plasma	LC-MS-based metabolomics	full scan	19	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_048_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	41	not applicable	not available	X20180910_QC.EI_neg_054_blood_plasma	LC-MS-based metabolomics	full scan	20	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_054_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
