source name	assay name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[technical replicate]	comment[Parameter group]	comment[proteomexchange accession number]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[Experiment]	comment[PTM]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]
Sample 3	run 47	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_10_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_10_Fusion.raw	47	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 48	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_11_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_11_Fusion.raw	48	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 49	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_12_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_12_Fusion.raw	49	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 50	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_13_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_13_Fusion.raw	50	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 51	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_14_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_14_Fusion.raw	51	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 52	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_15_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_15_Fusion.raw	52	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 53	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_16_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_16_Fusion.raw	53	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 54	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_17_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_17_Fusion.raw	54	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 55	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_18_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_18_Fusion.raw	55	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 56	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_19_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_19_Fusion.raw	56	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 57	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_20_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_20_Fusion.raw	57	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 58	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_21_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_21_Fusion.raw	58	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 59	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_22_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_22_Fusion.raw	59	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 60	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_23_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_23_Fusion.raw	60	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
Sample 3	run 61	homo sapiens	pineal gland	not applicable	not available	not applicable	not available	Normal	not applicable	1	1	Group 2	PXD004332	Pin_bRPLC_24_Fusion.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004332/Pin_bRPLC_24_Fusion.raw	61	In solution digestion 1000 microgram fraction	1	label free	AC=MS:1000639;NT=Orbitrap Fusion	10 ppm	0.05 Da	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-Term;MT=Variable
