source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	Comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	Factor Value[Phenotype]
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 35	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band11.RAW		11	OR3_090731_BTrCp_WT_IP_Band11.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:69	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 3	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 36	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_090731_BTrCp_WT_IP_Band12.RAW		12	OR3_090731_BTrCp_WT_IP_Band12.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:70	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 37	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band01.RAW		1	OR3_090731_BTrCp_WT_IP_Band01.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:71	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 38	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band02.RAW		2	OR3_090731_BTrCp_WT_IP_Band02.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:72	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 39	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band03.RAW		3	OR3_090731_BTrCp_WT_IP_Band03.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:73	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 40	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band04.RAW		4	OR3_090731_BTrCp_WT_IP_Band04.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:74	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 41	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band05.RAW		5	OR3_090731_BTrCp_WT_IP_Band05.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:75	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 42	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band06.RAW		6	OR3_090731_BTrCp_WT_IP_Band06.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:76	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 43	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band07.RAW		7	OR3_090731_BTrCp_WT_IP_Band07.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:77	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 44	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band08.RAW		8	OR3_090731_BTrCp_WT_IP_Band08.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:78	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 45	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band09.RAW		9	OR3_090731_BTrCp_WT_IP_Band09.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:79	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 46	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band10.RAW		10	OR3_090731_BTrCp_WT_IP_Band10.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:80	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 47	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band11.RAW		11	OR3_090731_BTrCp_WT_IP_Band11.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:81	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 4	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 48	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100301_BTrCP_WT_IP_Band12.RAW		12	OR3_090731_BTrCp_WT_IP_Band12.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:82	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Wild-type
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 49	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band01.RAW		1	OR3_100409_BTrCP_R447A_IP_Band01.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 50	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band02.RAW		2	OR3_100409_BTrCP_R447A_IP_Band02.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:84	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 51	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band03.RAW		3	OR3_100409_BTrCP_R447A_IP_Band03.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:85	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 52	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band04.RAW		4	OR3_100409_BTrCP_R447A_IP_Band04.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:86	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 53	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band05.RAW		5	OR3_100409_BTrCP_R447A_IP_Band05.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:87	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 54	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band06.RAW		6	OR3_100409_BTrCP_R447A_IP_Band06.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:88	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 55	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band07.RAW		7	OR3_100409_BTrCP_R447A_IP_Band07.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:89	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 56	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band08.RAW		8	OR3_100409_BTrCP_R447A_IP_Band08.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:90	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 57	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band09.RAW		9	OR3_100409_BTrCP_R447A_IP_Band09.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:91	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 58	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band10.RAW		10	OR3_100409_BTrCP_R447A_IP_Band10.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:92	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 59	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band11.RAW		11	OR3_100409_BTrCP_R447A_IP_Band11.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:93	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 5	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 60	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100409_BTrCP_R447A_IP_Band12.RAW		12	OR3_100409_BTrCP_R447A_IP_Band12.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:94	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 6	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 61	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100410_BTrCP_R447A_IP_Band01.RAW		1	OR3_100410_BTrCP_R447A_IP_Band01.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:95	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 6	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 62	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100410_BTrCP_R447A_IP_Band02.RAW		2	OR3_100410_BTrCP_R447A_IP_Band02.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:96	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 6	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 63	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100410_BTrCP_R447A_IP_Band03.RAW		3	OR3_100410_BTrCP_R447A_IP_Band03.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:97	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 6	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 64	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100410_BTrCP_R447A_IP_Band04.RAW		4	OR3_100410_BTrCP_R447A_IP_Band04.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:98	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 6	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 65	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100410_BTrCP_R447A_IP_Band05.RAW		5	OR3_100410_BTrCP_R447A_IP_Band05.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:99	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 6	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 66	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100410_BTrCP_R447A_IP_Band06.RAW		6	OR3_100410_BTrCP_R447A_IP_Band06.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:100	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 6	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 67	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100410_BTrCP_R447A_IP_Band07.RAW		7	OR3_100410_BTrCP_R447A_IP_Band07.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:101	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 6	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 68	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100410_BTrCP_R447A_IP_Band08.RAW		8	OR3_100410_BTrCP_R447A_IP_Band08.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:102	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
Sample 6	Homo sapiens	kidney	not available	not available	not available	not available	Human Embryonic Kidney Cells	HEK293T	not available	Healthy	not available	not available	not available	run 69	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/01/PXD001224/OR3_100410_BTrCP_R447A_IP_Band09.RAW		9	OR3_100410_BTrCP_R447A_IP_Band09.RAW	AC=MS:1002038;NT=label free sample	not available	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:103	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	Cell line	Mutant
