source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	material type	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomexchange accession number]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[lowest observed m/z]	comment[highest observed m/z]	factor value[cell line]
CNS_SF268_a	Homo sapiens	brain	not available	SF268	not available	glioma	caucasian	Female	24Y	cell	1	Run 45	proteomic profiling by mass spectrometer	guot_L130618_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130618_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SF268
CO_HCC2998_a	Homo sapiens	large intestine	not available	HCC2998	not available	colon adenocarcinoma	caucasian	not available	not available	cell	1	Run 46	proteomic profiling by mass spectrometer	guot_L130619_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HCC2998
ME_MDAMB435_a	Homo sapiens	skin	not available	MDAMB435	not available	melanoma	caucasian	Male	33Y	cell	1	Run 47	proteomic profiling by mass spectrometer	guot_L130619_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MDAMB435
OV_NCIADRRES_a	Homo sapiens	ovary	not available	NCI/ADR-RES	not available	ovarian serous cystadenocarcinoma	caucasian	Female	64Y	cell	1	Run 48	proteomic profiling by mass spectrometer	guot_L130619_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI/ADR-RES
LC_NCIH23_a	Homo sapiens	lung	not available	NCI-H23	not available	non-small cell lung carcinoma	caucasian	Male	51Y	cell	1	Run 49	proteomic profiling by mass spectrometer	guot_L130619_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H23
RE_UO31_a	Homo sapiens	kidney	not available	UO-31	not available	renal cell carcinoma	caucasian	Female	not available	cell	1	Run 50	proteomic profiling by mass spectrometer	guot_L130619_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130619_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	UO-31
LC_HOP62_a	Homo sapiens	lung	not available	HOP-62	not available	non-small cell lung carcinoma	caucasian	Female	60Y	cell	1	Run 51	proteomic profiling by mass spectrometer	guot_L130620_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130620_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HOP-62
OV_OVCAR5_a	Homo sapiens	ovary	not available	OVCAR5	not available	ovarian adenocarcinoma	caucasian	Female	67Y	cell	1	Run 52	proteomic profiling by mass spectrometer	guot_L130620_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130620_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	OVCAR5
LE_SR_a	Homo sapiens	blood	not available	SR	not available	immunoblastic large cell lymphoma	caucasian	Male	11Y	cell	1	Run 53	proteomic profiling by mass spectrometer	guot_L130620_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130620_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SR
LC_HOP92_a	Homo sapiens	lung	not available	HOP-92	not available	large cell lung carcinoma	caucasian	Male	62Y	cell	1	Run 54	proteomic profiling by mass spectrometer	guot_L130621_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HOP-92
ME_LOXIMVI_a	Homo sapiens	skin	not available	LOX IMVI	not available	skin cutaneous melanoma	caucasian	Male	58Y	cell	1	Run 55	proteomic profiling by mass spectrometer	guot_L130621_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	LOX IMVI
PR_PC3_a	Homo sapiens	prostate	not available	PC-3	not available	prostate adenocarcinoma	caucasian	Male	62Y	cell	1	Run 56	proteomic profiling by mass spectrometer	guot_L130621_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	PC-3
RE_SN12C_a	Homo sapiens	kidney	not available	SN12C	not available	renal cell carcinoma	caucasian	Male	not available	cell	1	Run 57	proteomic profiling by mass spectrometer	guot_L130621_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130621_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SN12C
LE_CCRFCEM_b	Homo sapiens	blood	not available	CCRFCEM	not available	acute lymphoblastic leukemia	caucasian	Female	3Y11M	cell	2	Run 58	proteomic profiling by mass spectrometer	guot_L130622_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130622_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	CCRFCEM
LC_EKVX_b	Homo sapiens	lung	not available	EKVX	not available	non-small cell lung carcinoma	caucasian	Male	not available	cell	2	Run 59	proteomic profiling by mass spectrometer	guot_L130622_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130622_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	EKVX
CO_HCT116_b	Homo sapiens	large intestine	not available	HCT116	not available	colon carcinoma	caucasian	Male	48Y	cell	2	Run 60	proteomic profiling by mass spectrometer	guot_L130622_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130622_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HCT116
OV_IGROV1_b	Homo sapiens	ovary	not available	IGROV-1	not available	ovarian carcinoma	caucasian	Female	47Y	cell	2	Run 61	proteomic profiling by mass spectrometer	guot_L130622_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130622_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	IGROV-1
RE_RXF393_b	Homo sapiens	kidney	not available	RXF393	not available	clear cell renal carcinoma	caucasian	Male	54Y	cell	2	Run 62	proteomic profiling by mass spectrometer	guot_L130622_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130622_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	RXF393
RE_CAKI1_b	Homo sapiens	kidney	not available	CAKI-1	not available	renal clear cell adenocarcinoma	caucasian	Male	49Y	cell	2	Run 63	proteomic profiling by mass spectrometer	guot_L130623_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130623_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	CAKI-1
CO_KM12_b	Homo sapiens	large intestine	not available	KM12	not available	colon adenocarcinoma	caucasian	not available	not available	cell	2	Run 64	proteomic profiling by mass spectrometer	guot_L130623_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130623_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	KM12
CNS_SF539_b	Homo sapiens	brain	not available	SF539	not available	glioma	caucasian	Female	34Y	cell	2	Run 65	proteomic profiling by mass spectrometer	guot_L130623_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130623_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SF539
ME_SKMEL2_b	Homo sapiens	skin	not available	SK-MEL-2	not available	malignant melanoma	caucasian	Male	60Y	cell	2	Run 66	proteomic profiling by mass spectrometer	guot_L130623_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130623_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SK-MEL-2
OV_SKOV3_b	Homo sapiens	ovary	not available	SKOV3	not available	ovarian carcinoma	caucasian	Female	64Y	cell	2	Run 67	proteomic profiling by mass spectrometer	guot_L130623_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130623_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SKOV3
RE_7860_b	Homo sapiens	kidney	not available	786-O	not available	renal cell adenocarcinoma	caucasian	Male	58Y	cell	2	Run 68	proteomic profiling by mass spectrometer	guot_L130624_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130624_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	786-O
CO_HT29_b	Homo sapiens	large intestine	not available	HT-29	not available	colon adenocarcinoma	caucasian	Female	44Y	cell	2	Run 69	proteomic profiling by mass spectrometer	guot_L130624_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130624_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HT-29
LE_K562_b	Homo sapiens	blood	not available	K-562	not available	chronic myelogenic leukemia	caucasian	Female	53Y	cell	2	Run 70	proteomic profiling by mass spectrometer	guot_L130624_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130624_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	K-562
BR_MDAMB231_b	Homo sapiens	breast	not available	MDAMB231	not available	breast adenocarcinoma	caucasian	Female	51Y	cell	2	Run 71	proteomic profiling by mass spectrometer	guot_L130624_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130624_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MDAMB231
ME_SKMEL5_b	Homo sapiens	skin	not available	SK-MEL-5	not available	malignant melanoma	caucasian	Female	24Y	cell	2	Run 72	proteomic profiling by mass spectrometer	guot_L130624_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130624_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SK-MEL-5
LE_HL60_b	Homo sapiens	blood	not available	HL-60	not available	promyelocytic leukemia	caucasian	Female	35Y	cell	2	Run 73	proteomic profiling by mass spectrometer	guot_L130625_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HL-60
BR_MCF7_b	Homo sapiens	breast	not available	MCF-7	not available	breast adenocarcinoma	caucasian	Female	69Y	cell	2	Run 74	proteomic profiling by mass spectrometer	guot_L130625_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MCF-7
CNS_SF295_b	Homo sapiens	brain	not available	SF295	not available	glioblastoma	caucasian	Female	67Y	cell	2	Run 75	proteomic profiling by mass spectrometer	guot_L130625_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SF295
ME_SKMEL28_b	Homo sapiens	skin	not available	SK-MEL-28	not available	malignant melanoma	caucasian	Male	51Y	cell	2	Run 76	proteomic profiling by mass spectrometer	guot_L130625_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SK-MEL-28
CO_SW620_b	Homo sapiens	large intestine	not available	SW620	not available	colon adenocarcinoma	caucasian	Male	51Y	cell	2	Run 77	proteomic profiling by mass spectrometer	guot_L130625_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130625_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SW620
RE_A498_b	Homo sapiens	kidney	not available	A498	not available	renal carcinoma	caucasian	Male	52Y	cell	2	Run 78	proteomic profiling by mass spectrometer	guot_L130626_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	A498
LC_NCIH322M_b	Homo sapiens	lung	not available	NCI-H322M	not available	lung carcinoma	caucasian	Male	52Y	cell	2	Run 79	proteomic profiling by mass spectrometer	guot_L130626_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H322M
OV_OVCAR8_b	Homo sapiens	ovary	not available	OVCAR8	not available	ovarian serous cystadenocarcinoma	caucasian	Female	64Y	cell	2	Run 80	proteomic profiling by mass spectrometer	guot_L130626_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	OVCAR8
CNS_SNB19_b	Homo sapiens	brain	not available	SNB19	not available	glioma	caucasian	Male	75Y	cell	2	Run 81	proteomic profiling by mass spectrometer	guot_L130626_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SNB19
ME_UACC62_b	Homo sapiens	skin	not available	UACC-62	not available	skin cutaneous melanoma	caucasian	not available	not available	cell	2	Run 82	proteomic profiling by mass spectrometer	guot_L130626_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130626_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	UACC-62
RE_ACHN_b	Homo sapiens	kidney	not available	ACHN	not available	renal adenocarcinoma	caucasian	Male	22Y	cell	2	Run 83	proteomic profiling by mass spectrometer	guot_L130627_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	ACHN
ME_MALME3M_b	Homo sapiens	skin	not available	MALME3M	not available	malignant melanoma	caucasian	Male	43Y	cell	2	Run 84	proteomic profiling by mass spectrometer	guot_L130627_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MALME3M
OV_OVCAR4_b	Homo sapiens	ovary	not available	OVCAR4	not available	ovarian serous cystadenocarcinoma	caucasian	Female	42Y	cell	2	Run 85	proteomic profiling by mass spectrometer	guot_L130627_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	OVCAR4
LE_RPMI8226_b	Homo sapiens	blood	not available	RPMI8226	not available	B-cell plasmacytoma; myeloma	caucasian	Male	61Y	cell	2	Run 86	proteomic profiling by mass spectrometer	guot_L130627_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	RPMI8226
BR_T47D_b	Homo sapiens	breast	not available	T47D	not available	breast ductal adenocarcinoma	caucasian	Female	54Y	cell	2	Run 87	proteomic profiling by mass spectrometer	guot_L130627_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130627_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	T47D
LC_A549_b	Homo sapiens	lung	not available	A549	not available	lung carcinoma	caucasian	Male	58Y	cell	2	Run 88	proteomic profiling by mass spectrometer	guot_L130628_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	A549
BR_BT549_b	Homo sapiens	breast	not available	BT549	not available	breast ductal adenocarcinoma	caucasian	Female	72Y	cell	2	Run 89	proteomic profiling by mass spectrometer	guot_L130628_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	BT549
