source name	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[ethnic group]	characteristics[disease]	characteristics[cell line]	characteristics[infect]	characteristics[time]	assay name	comment[label]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters ]	comment[cleavage agent details]	comment[cleavage agent details]_1	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC light 	run 18	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F2.raw	2	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F2.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC heavy 	run 18	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F2.raw	2	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F2.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC light 	run 19	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F3.raw	3	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F3.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC heavy 	run 19	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F3.raw	3	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F3.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC light 	run 20	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F4.raw	4	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F4.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC heavy 	run 20	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F4.raw	4	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F4.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC light 	run 21	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC heavy 	run 21	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F5.raw	5	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC light 	run 22	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC heavy 	run 22	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F6.raw	6	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F5.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC light 	run 23	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC heavy 	run 23	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F7.raw	7	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F7.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC light 	run 24	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F8.raw	8	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F8.raw	cell
SARS_CoV2_pool3	Homo sapiens	colon	male	72	adult	caucasian	colon cancer	CaCo-2	none	SILAC heavy 	run 24	TMT126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/03/PXD017710/20200219_KKL_SARS_CoV2_pool3_F8.raw	8	3	NM=Q Exactive HF	NM=TMT6plex;PP=Any N-term;AC=UNIMOD:737;MT=fixed	NM=TMT6plex;TA=K;AC=UNIMOD:737;MT=fixed	NM=Label:13C(6)15N(4);TA=R;AC=UNIMOD:267;MT=fixed	NM=Label:13C(6)15N(2);TA=K;AC=UNIMOD:259;MT=fixed	NM=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NE=Trypsin	NE=Lys-C	not available	not available	20200219_KKL_SARS_CoV2_pool3_F8.raw	cell
