source Name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[organism part]	characteristics[cell line]	assay name	comment[proteomexchange accession number]	comment[file URI]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	Material Type	description	comment[Label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]
Sample 79	homo sapiens	colon carcinoma	colon	colonic mucosa	KM12	run 42	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_A01_P000809_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_A01_P000809_B00_A00_R1.RAW
Sample 80	homo sapiens	astrocytoma	brain	central nervous system	SNB19	run 43	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_G02_P000810_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_G02_P000810_B00_A00_R1.RAW
Sample 81	homo sapiens	colon adenocarcinoma	colon	colorectum	COLO205	run 44	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_F02_P000811_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_F02_P000811_B00_A00_R1.RAW
Sample 82	homo sapiens	renal cell carcinoma	kidney	renal system	Caki1	run 45	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_E02_P000812_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_E02_P000812_B00_A00_R1.RAW
Sample 83	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	MCF7AdrR	run 46	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_D02_P000813_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_D02_P000813_B00_A00_R1.RAW
Sample 84	homo sapiens	renal cell carcinoma	kidney	renal system	ACHN	run 47	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_C02_P000814_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_C02_P000814_B00_A00_R1.RAW
Sample 85	homo sapiens	colon adenocarcinoma	colon	colorectum	HCT15	run 48	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_B02_P000815_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_B02_P000815_B00_A00_R1.RAW
Sample 86	homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	run 49	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_A02_P000816_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_A02_P000816_B00_A00_R1.RAW
Sample 87	homo sapiens	colon adenocarcinoma	colon	colorectum	HCC2998	run 50	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_H01_P000817_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_H01_P000817_B00_A00_R1.RAW
Sample 88	homo sapiens	brain glioblastoma	brain	embryonic central brain glia	SNB-75	run 51	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_H03_P000818_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_H03_P000818_B00_A00_R1.RAW
Sample 89	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR8	run 52	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_G03_P000819_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_G03_P000819_B00_A00_R1.RAW
Sample 90	homo sapiens	lung adenocarcinoma	lung	bronchiole	NCI-H522	run 53	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_F03_P000820_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_F03_P000820_B00_A00_R1.RAW
Sample 91	homo sapiens	invasive ductal carcinoma	breast	mammary gland	MCF-7	run 54	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_E03_P000821_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_E03_P000821_B00_A00_R1.RAW
Sample 92	homo sapiens	renal cell carcinoma	kidney	renal system	A498	run 55	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_D03_P000822_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_D03_P000822_B00_A00_R1.RAW
Sample 93	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	OVCAR4	run 56	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_C03_P000823_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_C03_P000823_B00_A00_R1.RAW
Sample 94	homo sapiens	gliosarcoma	brain	embryonic central brain glia	SF539	run 57	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_B03_P000824_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_B03_P000824_B00_A00_R1.RAW
Sample 95	homo sapiens	amelanotic melanoma	skin	melanocytes	M14	run 58	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_A03_P000825_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_A03_P000825_B00_A00_R1.RAW
Sample 96	homo sapiens	cutaneous melanoma	skin	melanocytes	SK-MEL-5	run 59	PXD005942	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_H02_P000826_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	kinome	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_H02_P000826_B00_A00_R1.RAW
