source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[biological replicate]	characteristics[individual]	assay name	technology type	comment[proteomexchange accession number]	comment[file uri]	comment[instrument]	comment[technical replicate]	comment[fraction identifier]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]
Sample 74	homo sapiens	clear cell renal carcinoma	kidney	renal glomerulus	not available	not available	not available	not available	not available	TK-10	1	not applicable	run 37	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_F01_P000804_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_F01_P000804_B00_A00_R1.RAW
Sample 75	homo sapiens	lung adenocarcinoma	lung	not available	not available	not available	not available	not available	not available	NCI-H322M cell	1	not applicable	run 38	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_E01_P000805_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_E01_P000805_B00_A00_R1.RAW
Sample 76	homo sapiens	Pleural Epithelioid Mesothelioma	lung	epithelial mesothelioma	not available	not available	not available	not available	not available	NCI-H226	1	not applicable	run 39	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_D01_P000806_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_D01_P000806_B00_A00_R1.RAW
Sample 77	homo sapiens	renal cell carcinoma	kidney	proximal renal artery	not available	not available	not available	not available	not available	RXF 393	1	not applicable	run 40	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_C01_P000807_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_C01_P000807_B00_A00_R1.RAW
Sample 78	homo sapiens	metastatic melanoma	lung	not available	not available	not available	not available	not available	not available	Malme3M	1	not applicable	run 41	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_B01_P000808_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_B01_P000808_B00_A00_R1.RAW
Sample 79	homo sapiens	colon carcinoma	colon	colonic mucosa	not available	not available	not available	not available	not available	KM12	1	not applicable	run 42	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_A01_P000809_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_A01_P000809_B00_A00_R1.RAW
Sample 80	homo sapiens	astrocytoma	brain	central nervous system	not available	not available	not available	not available	not available	SNB19	1	not applicable	run 43	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_G02_P000810_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_G02_P000810_B00_A00_R1.RAW
Sample 81	homo sapiens	colon adenocarcinoma	colon	colorectum	not available	not available	not available	not available	not available	COLO205	1	not applicable	run 44	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_F02_P000811_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_F02_P000811_B00_A00_R1.RAW
Sample 82	homo sapiens	renal cell carcinoma	kidney	renal system	not available	not available	not available	not available	not available	Caki1	1	not applicable	run 45	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_E02_P000812_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_E02_P000812_B00_A00_R1.RAW
Sample 83	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	not available	not available	MCF7AdrR	1	not applicable	run 46	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_D02_P000813_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_D02_P000813_B00_A00_R1.RAW
Sample 84	homo sapiens	renal cell carcinoma	kidney	renal system	not available	not available	not available	not available	not available	ACHN	1	not applicable	run 47	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_C02_P000814_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_C02_P000814_B00_A00_R1.RAW
Sample 85	homo sapiens	colon adenocarcinoma	colon	colorectum	not available	not available	not available	not available	not available	HCT15	1	not applicable	run 48	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_B02_P000815_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_B02_P000815_B00_A00_R1.RAW
Sample 86	homo sapiens	astrocytoma	brain	central nervous system	not available	not available	not available	not available	not available	U-251 MG	1	not applicable	run 49	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_A02_P000816_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_A02_P000816_B00_A00_R1.RAW
Sample 87	homo sapiens	colon adenocarcinoma	colon	colorectum	not available	not available	not available	not available	not available	HCC2998	1	not applicable	run 50	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_H01_P000817_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_H01_P000817_B00_A00_R1.RAW
Sample 88	homo sapiens	brain glioblastoma	brain	embryonic central brain glia	not available	not available	not available	not available	not available	SNB-75	1	not applicable	run 51	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_H03_P000818_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_H03_P000818_B00_A00_R1.RAW
Sample 89	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	not available	not available	OVCAR8	1	not applicable	run 52	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_G03_P000819_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_G03_P000819_B00_A00_R1.RAW
Sample 90	homo sapiens	lung adenocarcinoma	lung	bronchiole	not available	not available	not available	not available	not available	NCI-H522	1	not applicable	run 53	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_F03_P000820_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_F03_P000820_B00_A00_R1.RAW
Sample 91	homo sapiens	invasive ductal carcinoma	breast	mammary gland	not available	not available	not available	not available	not available	MCF-7	1	not applicable	run 54	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_E03_P000821_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_E03_P000821_B00_A00_R1.RAW
Sample 92	homo sapiens	renal cell carcinoma	kidney	renal system	not available	not available	not available	not available	not available	A498	1	not applicable	run 55	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_D03_P000822_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_D03_P000822_B00_A00_R1.RAW
Sample 93	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	not available	not available	not available	not available	not available	OVCAR4	1	not applicable	run 56	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_C03_P000823_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_C03_P000823_B00_A00_R1.RAW
Sample 94	homo sapiens	gliosarcoma	brain	embryonic central brain glia	not available	not available	not available	not available	not available	SF539	1	not applicable	run 57	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_B03_P000824_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_B03_P000824_B00_A00_R1.RAW
Sample 95	homo sapiens	amelanotic melanoma	skin	melanocytes	not available	not available	not available	not available	not available	M14	1	not applicable	run 58	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_A03_P000825_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_A03_P000825_B00_A00_R1.RAW
Sample 96	homo sapiens	cutaneous melanoma	skin	melanocytes	not available	not available	not available	not available	not available	SK-MEL-5	1	not applicable	run 59	proteomic profiling by mass spectrometry	PXD005942	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005942/000132_H02_P000826_B00_A00_R1.RAW	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	1	1	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.6 Da	20 ppm	000132_H02_P000826_B00_A00_R1.RAW
