#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[enrichment method]	characteristics[biological replicate]	characteristics[enrichment process]	assay name	technology type	comment[proteomics data acquisition method]	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]
sample 7 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120823_MLP_363227_TiO2ps133.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120823_MLP_363227_TiO2ps132.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps123.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps122.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	none	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120516_psMLP119.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4176	none	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120601_psMLP118.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4177	TIO2	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120410_MLP_333195_TiO2ps117.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 5 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4178	TIO2	1	enrichment of phosphorylated peptides	SILAC014	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120410_MLP_333195_TiO2ps116.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4179	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120802_MLP_363216_Tio2ps131.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4180	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120802_MLP_363216_Tio2ps130.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4181	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps121.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 6 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4182	TIO2	1	enrichment of phosphorylated peptides	SILAC015	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps120.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4183	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120823_MLP_363227_TiO2ps133.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4184	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120823_MLP_363227_TiO2ps132.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4185	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps123.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 7 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4186	TIO2	1	enrichment of phosphorylated peptides	SILAC016	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20120326_MLP_363207_Tio2ps122.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps136T1.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps136T2.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps135T1_12101115.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps135T2.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps136T1.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps136T2.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps135T1_12101115.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 cancer cells in monoculture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps135T2.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps136T1.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps136T2.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps135T1_12101115.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 8 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	TIO2	1	enrichment of phosphorylated peptides	SILAC017	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121010_MLP_363245_TiO2ps135T2.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139A.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139B.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139C.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139D.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139E.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121026_MLP_psMLP138T.raw	1	membrane	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121026_MLP_psMLP137BT.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in co-culture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121026_MLP_psMLP137CT.raw	1	cytoplasm	SILAC heavy	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139A.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139B.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139C.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139D.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139E.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121026_MLP_psMLP138T.raw	1	membrane	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121026_MLP_psMLP137BT.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 endothelial cells in monoculture	homo sapiens	not applicable	endothelial	breast cancer	HUVEC	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121026_MLP_psMLP137CT.raw	1	cytoplasm	SILAC medium	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4175	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139A.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4176	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139B.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4177	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139C.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4178	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139D.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4179	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130115_MLP_363262_ps139E.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4180	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121026_MLP_psMLP138T.raw	1	membrane	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4181	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121026_MLP_psMLP137BT.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
sample 9 cancer cells in co-culture	homo sapiens	not applicable	epithelial	breast cancer	MDAMB231 subpopulation LM2-4182	none	1	none	SILAC019	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	20121026_MLP_psMLP137CT.raw	1	cytoplasm	SILAC light	NT=Trypsin	NT=Lys-C	LTQ Orbitrap Velos
