source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[phenotype]	characteristics[treatment]	characteristics[time]	characteristics[experiment]	characteristics[plasmodium strain]	assay name	comment[proteomexchange accession number]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
PXD012143-Sample-10	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 4	PXD012143	PAB9129A25RW23_A2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW23_A2.raw	1	4	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-1	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-2	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-3	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-4	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-5	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-6	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-7	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-8	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-9	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-10	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 5	PXD012143	PAB9129A25RW24_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW24_A3.raw	1	5	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-1	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-2	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-3	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-4	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-5	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-6	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-7	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-8	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-9	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-10	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 6	PXD012143	PAB9129A25RW25_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW25_A3.raw	1	6	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-1	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-2	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-3	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-4	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-5	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-6	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-7	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-8	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-9	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-10	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 7	PXD012143	PAB9129A25RW26_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW26_A4.raw	1	7	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-1	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 8	PXD012143	PAB9129A25RW27_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW27_A4.raw	1	8	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-2	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 8	PXD012143	PAB9129A25RW27_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW27_A4.raw	1	8	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-3	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 8	PXD012143	PAB9129A25RW27_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW27_A4.raw	1	8	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-4	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 8	PXD012143	PAB9129A25RW27_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW27_A4.raw	1	8	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-5	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 8	PXD012143	PAB9129A25RW27_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW27_A4.raw	1	8	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-6	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 8	PXD012143	PAB9129A25RW27_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW27_A4.raw	1	8	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-7	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 8	PXD012143	PAB9129A25RW27_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW27_A4.raw	1	8	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-8	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 8	PXD012143	PAB9129A25RW27_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW27_A4.raw	1	8	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-9	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 8	PXD012143	PAB9129A25RW27_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW27_A4.raw	1	8	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
