source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[file uri]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	factor value[organism part]
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 4	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F1_EThcD.raw	not available	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:38	NT=Phosphorylation;MT=Variable;AC=UNIMOD:48	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001312	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F1_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 6	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F2_EThcD.raw	not available	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:40	NT=Phosphorylation;MT=Variable;AC=UNIMOD:49	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001314	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F2_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 8	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F3_EThcD.raw	not available	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:42	NT=Phosphorylation;MT=Variable;AC=UNIMOD:50	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001316	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F3_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 10	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F4_EThcD.raw	not available	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:44	NT=Phosphorylation;MT=Variable;AC=UNIMOD:51	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001318	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F4_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 12	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F5_EThcD.raw	not available	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:46	NT=Phosphorylation;MT=Variable;AC=UNIMOD:52	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001320	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F5_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 14	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F6_EThcD.raw	not available	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:48	NT=Phosphorylation;MT=Variable;AC=UNIMOD:53	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001322	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R1_F6_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 16	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F0_EThcD.raw	not available	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:50	NT=Phosphorylation;MT=Variable;AC=UNIMOD:54	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001324	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F0_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 18	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F1_EThcD.raw	not available	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:52	NT=Phosphorylation;MT=Variable;AC=UNIMOD:55	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001326	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F1_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 20	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F2_EThcD.raw	not available	2	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:54	NT=Phosphorylation;MT=Variable;AC=UNIMOD:56	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001328	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F2_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 22	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F3_EThcD.raw	not available	2	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:56	NT=Phosphorylation;MT=Variable;AC=UNIMOD:57	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001330	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F3_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 24	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F4_EThcD.raw	not available	2	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:58	NT=Phosphorylation;MT=Variable;AC=UNIMOD:58	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001332	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F4_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 26	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F5_EThcD.raw	not available	2	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:60	NT=Phosphorylation;MT=Variable;AC=UNIMOD:59	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001334	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F5_EThcD.raw	Cervix
Sample 2	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 28	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F6_EThcD.raw	not available	2	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:62	NT=Phosphorylation;MT=Variable;AC=UNIMOD:60	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001336	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_1x_R2_F6_EThcD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 29	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F0_ETD.raw	not available	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:63	NT=Phosphorylation;MT=Variable;AC=UNIMOD:61	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001337	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F0_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 31	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F1_ETD.raw	not available	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:65	NT=Phosphorylation;MT=Variable;AC=UNIMOD:62	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001339	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F1_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 33	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F2_ETD.raw	not available	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:67	NT=Phosphorylation;MT=Variable;AC=UNIMOD:63	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001341	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F2_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 35	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F3_ETD.raw	not available	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:69	NT=Phosphorylation;MT=Variable;AC=UNIMOD:64	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001343	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F3_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 37	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F4_ETD.raw	not available	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:71	NT=Phosphorylation;MT=Variable;AC=UNIMOD:65	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001345	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F4_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 39	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F5_ETD.raw	not available	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:73	NT=Phosphorylation;MT=Variable;AC=UNIMOD:66	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001347	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F5_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 41	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F6_ETD.raw	not available	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:75	NT=Phosphorylation;MT=Variable;AC=UNIMOD:67	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001349	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F6_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 43	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F0_ETD.raw	not available	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:77	NT=Phosphorylation;MT=Variable;AC=UNIMOD:68	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001351	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F0_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 45	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F1_ETD.raw	not available	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:79	NT=Phosphorylation;MT=Variable;AC=UNIMOD:69	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001353	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F1_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 47	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F2_ETD.raw	not available	2	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:81	NT=Phosphorylation;MT=Variable;AC=UNIMOD:70	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001355	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F2_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 49	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F3_ETD.raw	not available	2	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:83	NT=Phosphorylation;MT=Variable;AC=UNIMOD:71	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001357	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F3_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 51	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F4_ETD.raw	not available	2	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:85	NT=Phosphorylation;MT=Variable;AC=UNIMOD:72	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001359	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F4_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 53	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F5_ETD.raw	not available	2	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:87	NT=Phosphorylation;MT=Variable;AC=UNIMOD:73	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001361	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F5_ETD.raw	Cervix
Sample 3	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 55	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F6_ETD.raw	not available	2	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:89	NT=Phosphorylation;MT=Variable;AC=UNIMOD:74	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001363	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F6_ETD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 30	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F0_EThcD.raw	not available	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:64	NT=Phosphorylation;MT=Variable;AC=UNIMOD:75	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001338	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F0_EThcD.raw	Cervix
