source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	material type	assay name	technology type	comment[file uri]	comment[fraction identifier]	comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD003028-Sample-12	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 33	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_5.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-13	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 34	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated1.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated1.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-13	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 35	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated2.raw	2	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated2.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-13	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 36	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated3.raw	3	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated3.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-13	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 37	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated4.raw	4	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated4.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-13	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 38	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated5.raw	5	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated5.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-13	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 39	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated6.raw	6	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated6.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-13	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 40	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated7.raw	7	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated7.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-13	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 41	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated8.raw	8	20150414_QEp1_LC7_NiGr_SA_Saliva_5_fractionated8.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-14	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 42	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_5m.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_5m.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-15	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 43	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_6.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-16	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 44	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated1.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated1.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-16	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 45	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated2.raw	2	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated2.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-16	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 46	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated3.raw	3	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated3.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-16	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 47	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated4.raw	4	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated4.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-16	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 48	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated5.raw	5	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated5.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-16	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 49	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated6.raw	6	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated6.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-16	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 50	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated7.raw	7	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated7.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-16	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 51	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated8.raw	8	20150414_QEp1_LC7_NiGr_SA_Saliva_6_fractionated8.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-17	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 52	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_6m.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_6m.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-18	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 53	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_7.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-19	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 54	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated1.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated1.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-19	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 55	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated2.raw	2	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated2.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-19	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 56	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated3.raw	3	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated3.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-19	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 57	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated4.raw	4	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated4.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-19	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 58	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated5.raw	5	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated5.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-19	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 59	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated6.raw	6	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated6.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-19	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 60	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated7.raw	7	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated7.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-19	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 61	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated8.raw	8	20150414_QEp1_LC7_NiGr_SA_Saliva_7_fractionated8.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-20	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 62	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_7m.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_7m.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-21	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 63	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_8.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-22	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 64	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated1.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated1.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-22	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 65	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated2.raw	2	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated2.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
