Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[sex]	Characteristics[age]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[enrichment process]	Characteristics[enrichment method]	assay name	comment[label]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[enrichment process]
Sample 3	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 31	AC=MS:1002038;NT=label free sample	kidney_16-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-4.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 3	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 32	AC=MS:1002038;NT=label free sample	kidney_16-5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-5.raw	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 3	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 33	AC=MS:1002038;NT=label free sample	kidney_16-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-6.raw	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 3	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 34	AC=MS:1002038;NT=label free sample	kidney_16-7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-7.raw	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 3	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 35	AC=MS:1002038;NT=label free sample	kidney_16-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-8.raw	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 3	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 36	AC=MS:1002038;NT=label free sample	kidney_16-9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_16-9.raw	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 37	AC=MS:1002038;NT=label free sample	kidney_19_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 38	AC=MS:1002038;NT=label free sample	kidney_19_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_10.raw	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 39	AC=MS:1002038;NT=label free sample	kidney_19_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_11.raw	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 40	AC=MS:1002038;NT=label free sample	kidney_19_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_12.raw	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 41	AC=MS:1002038;NT=label free sample	kidney_19_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 42	AC=MS:1002038;NT=label free sample	kidney_19_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_3.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 43	AC=MS:1002038;NT=label free sample	kidney_19_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_4.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 44	AC=MS:1002038;NT=label free sample	kidney_19_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_5.raw	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 45	AC=MS:1002038;NT=label free sample	kidney_19_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_6.raw	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 46	AC=MS:1002038;NT=label free sample	kidney_19_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_7.raw	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 47	AC=MS:1002038;NT=label free sample	kidney_19_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_8.raw	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 4	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 48	AC=MS:1002038;NT=label free sample	kidney_19_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_19_9.raw	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 49	AC=MS:1002038;NT=label free sample	kidney_20-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 50	AC=MS:1002038;NT=label free sample	kidney_20-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-10.raw	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 51	AC=MS:1002038;NT=label free sample	kidney_20-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-11.raw	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 52	AC=MS:1002038;NT=label free sample	kidney_20-12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-12.raw	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 53	AC=MS:1002038;NT=label free sample	kidney_20-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 54	AC=MS:1002038;NT=label free sample	kidney_20-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-3.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 55	AC=MS:1002038;NT=label free sample	kidney_20-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-4.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 56	AC=MS:1002038;NT=label free sample	kidney_20-5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-5.raw	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 57	AC=MS:1002038;NT=label free sample	kidney_20-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-6.raw	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 58	AC=MS:1002038;NT=label free sample	kidney_20-7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-7.raw	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 59	AC=MS:1002038;NT=label free sample	kidney_20-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-8.raw	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 5	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 60	AC=MS:1002038;NT=label free sample	kidney_20-9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_20-9.raw	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 61	AC=MS:1002038;NT=label free sample	kidney_21_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
