#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[growth condition]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	characteristics[medium]	assay name	technology type	comment[proteomics data acquisition method]	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_21	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_22.wiff.scan	21	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_22.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_22	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_23.wiff.scan	22	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_23.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_23	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130530_Ecoli_OGE_frac_24.wiff.scan	23	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130530_Ecoli_OGE_frac_24.wiff.scan
WCL_OGE_sample1	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_1_24	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20130724_Ecoli_OGE_frac_20.wiff.scan	24	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20130724_Ecoli_OGE_frac_20.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_1	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_01.wiff.scan	1	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_01.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_2	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_02.wiff.scan	2	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_02.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_3	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_03.wiff.scan	3	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_03.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_4	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_04.wiff.scan	4	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_04.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_5	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_05.wiff.scan	5	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_05.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_6	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_06.wiff.scan	6	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_06.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_7	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_07.wiff.scan	7	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_07.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_8	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_08.wiff.scan	8	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_08.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_9	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_09.wiff.scan	9	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_09.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_10	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_10.wiff.scan	10	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_10.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_11	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_11.wiff.scan	11	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_11.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_12	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_12.wiff.scan	12	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_12.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_13	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_13.wiff.scan	13	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_13.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_14	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_14.wiff.scan	14	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_14.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_15	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_15.wiff.scan	15	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_15.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_16	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_16.wiff.scan	16	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_16.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_17	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_17.wiff.scan	17	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_17.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_18	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_18.wiff.scan	18	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_18.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_19	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_19.wiff.scan	19	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_19.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_20	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_20.wiff.scan	20	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_20.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_21	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_21.wiff.scan	21	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_21.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_22	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_22.wiff.scan	22	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_22.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_23	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_23.wiff.scan	23	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_23.wiff.scan
WCL_OGE_sample2	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_OGE_medium_2_24	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20131002_Ecoli_OGE_frac_24.wiff.scan	24	Immobilized pH Gradient Electrophoresis	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20131002_Ecoli_OGE_frac_24.wiff.scan
synthetic_peptide_pool1	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_1	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140324_Ecoli_peptides_1809_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140324_Ecoli_peptides_1809_1.wiff.scan
synthetic_peptide_pool2	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_2	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140324_Ecoli_peptides_1809_2.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140324_Ecoli_peptides_1809_2.wiff.scan
synthetic_peptide_pool3	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_3	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140324_Ecoli_peptides_1810_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140324_Ecoli_peptides_1810_1.wiff.scan
synthetic_peptide_pool4	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_4	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140324_Ecoli_peptides_1810_2.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140324_Ecoli_peptides_1810_2.wiff.scan
synthetic_peptide_pool5	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_5	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140324_Ecoli_peptides_1811_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140324_Ecoli_peptides_1811_1.wiff.scan
synthetic_peptide_pool6	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_6	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140324_Ecoli_peptides_1811_2.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140324_Ecoli_peptides_1811_2.wiff.scan
synthetic_peptide_pool7	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_7	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140324_Ecoli_peptides_1812_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140324_Ecoli_peptides_1812_1.wiff.scan
synthetic_peptide_pool8	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_8	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140324_Ecoli_peptides_1812_2.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140324_Ecoli_peptides_1812_2.wiff.scan
