source name	characteristics[biological replicate]	characteristics[cell type]	characteristics[disease]	characteristics[organism part]	characteristics[organism]	characteristics[strain/breed]	characteristics[temperature]	assay name	technology type	comment[alkylation reagent]	comment[cleavage agent details]	comment[collision energy]	comment[data file]	comment[dissociation method]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[technical replicate]	comment[tool metadata]
HFX4_FFRA20H101801-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 6	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101801-1A.raw	NT=HCD; AC=MS:1002481	6	0.02 Da	NT=Q Exactive HF-X	TMT129C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101802-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 7	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101802-1A.raw	NT=HCD; AC=MS:1002481	7	0.02 Da	NT=Q Exactive HF-X	TMT129C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101803-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 8	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101803-1A.raw	NT=HCD; AC=MS:1002481	8	0.02 Da	NT=Q Exactive HF-X	TMT129C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101804-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 9	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101804-1A.raw	NT=HCD; AC=MS:1002481	9	0.02 Da	NT=Q Exactive HF-X	TMT129C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101805-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 10	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101805-1A.raw	NT=HCD; AC=MS:1002481	10	0.02 Da	NT=Q Exactive HF-X	TMT129C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101796-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 1	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101796-1A.raw	NT=HCD; AC=MS:1002481	1	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101797-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 2	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101797-1A.raw	NT=HCD; AC=MS:1002481	2	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101798-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 3	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101798-1A.raw	NT=HCD; AC=MS:1002481	3	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101799-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 4	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101799-1A.raw	NT=HCD; AC=MS:1002481	4	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101800-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 5	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101800-1A.raw	NT=HCD; AC=MS:1002481	5	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101801-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 6	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101801-1A.raw	NT=HCD; AC=MS:1002481	6	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101802-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 7	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101802-1A.raw	NT=HCD; AC=MS:1002481	7	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101803-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 8	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101803-1A.raw	NT=HCD; AC=MS:1002481	8	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101804-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 9	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101804-1A.raw	NT=HCD; AC=MS:1002481	9	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101805-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 10	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101805-1A.raw	NT=HCD; AC=MS:1002481	10	0.02 Da	NT=Q Exactive HF-X	TMT129N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101796-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 1	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101796-1A.raw	NT=HCD; AC=MS:1002481	1	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101797-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 2	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101797-1A.raw	NT=HCD; AC=MS:1002481	2	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101798-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 3	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101798-1A.raw	NT=HCD; AC=MS:1002481	3	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101799-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 4	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101799-1A.raw	NT=HCD; AC=MS:1002481	4	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101800-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 5	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101800-1A.raw	NT=HCD; AC=MS:1002481	5	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101801-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 6	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101801-1A.raw	NT=HCD; AC=MS:1002481	6	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101802-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 7	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101802-1A.raw	NT=HCD; AC=MS:1002481	7	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101803-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 8	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101803-1A.raw	NT=HCD; AC=MS:1002481	8	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101804-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 9	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101804-1A.raw	NT=HCD; AC=MS:1002481	9	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101805-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 10	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101805-1A.raw	NT=HCD; AC=MS:1002481	10	0.02 Da	NT=Q Exactive HF-X	TMT130C	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101796-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 1	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101796-1A.raw	NT=HCD; AC=MS:1002481	1	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101797-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 2	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101797-1A.raw	NT=HCD; AC=MS:1002481	2	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101798-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 3	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101798-1A.raw	NT=HCD; AC=MS:1002481	3	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101799-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 4	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101799-1A.raw	NT=HCD; AC=MS:1002481	4	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101800-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 5	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101800-1A.raw	NT=HCD; AC=MS:1002481	5	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101801-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 6	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101801-1A.raw	NT=HCD; AC=MS:1002481	6	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101802-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 7	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101802-1A.raw	NT=HCD; AC=MS:1002481	7	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101803-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 8	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101803-1A.raw	NT=HCD; AC=MS:1002481	8	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101804-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 9	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101804-1A.raw	NT=HCD; AC=MS:1002481	9	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101805-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 10	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101805-1A.raw	NT=HCD; AC=MS:1002481	10	0.02 Da	NT=Q Exactive HF-X	TMT130N	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101796-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 1	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101796-1A.raw	NT=HCD; AC=MS:1002481	1	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101797-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 2	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101797-1A.raw	NT=HCD; AC=MS:1002481	2	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101798-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 3	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101798-1A.raw	NT=HCD; AC=MS:1002481	3	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101799-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 4	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101799-1A.raw	NT=HCD; AC=MS:1002481	4	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101800-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 5	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101800-1A.raw	NT=HCD; AC=MS:1002481	5	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101801-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 6	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101801-1A.raw	NT=HCD; AC=MS:1002481	6	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101802-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 7	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101802-1A.raw	NT=HCD; AC=MS:1002481	7	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101803-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 8	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101803-1A.raw	NT=HCD; AC=MS:1002481	8	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101804-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 9	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101804-1A.raw	NT=HCD; AC=MS:1002481	9	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
HFX4_FFRA20H101805-1A.raw	1	Prokaryotic cell	Not applicable	Cell lysate	Escherichia coli	Escherichia coli str. K-12 substr. W3110	37°C	run 10	Proteomic profiling by mass spectrometry	IAA	NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)	32 %	HFX4_FFRA20H101805-1A.raw	NT=HCD; AC=MS:1002481	10	0.02 Da	NT=Q Exactive HF-X	TMT131	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	10 ppm	DTT	1	lesSDRF v0.1.0
