source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[cell line]	characteristics[individual]	characteristics[material type]	assay name	technology type	comment[label]	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[cell line]
Sample 17	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorB	not available	cell	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02244.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02244.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorB
Sample 17	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorB	not available	cell	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02245.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02245.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorB
Sample 17	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorB	not available	cell	run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02246.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02246.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorB
Sample 17	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorB	not available	cell	run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02247.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02247.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorB
Sample 18	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorC	not available	cell	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02249.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02249.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorC
Sample 18	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorC	not available	cell	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02250.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02250.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorC
Sample 18	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorC	not available	cell	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02251.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02251.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorC
Sample 18	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorC	not available	cell	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02252.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02252.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorC
Sample 18	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorC	not available	cell	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02253.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02253.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorC
Sample 19	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorA	not available	cell	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02255.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02255.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorA
Sample 19	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorA	not available	cell	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02256.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02256.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorA
Sample 19	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorA	not available	cell	run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02257.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02257.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorA
Sample 19	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorA	not available	cell	run 109	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02258.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02258.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorA
Sample 19	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorA	not available	cell	run 110	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02259.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02259.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorA
Sample 20	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorD	not available	cell	run 111	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02261.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02261.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorD
Sample 20	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorD	not available	cell	run 112	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02262.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02262.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorD
Sample 20	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorD	not available	cell	run 113	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02263.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02263.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorD
Sample 20	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorD	not available	cell	run 114	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02264.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02264.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorD
Sample 20	Homo sapiens	not applicable	not available	not available	not available	not available	not available	breast carcinoma	1	TumorD	not available	cell	run 115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02265.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02265.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	TumorD
Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02281.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02281.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 117	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02282.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02282.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 118	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02283.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02283.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 119	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02284.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02284.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 21	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02285.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02285.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 121	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02287.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02287.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 122	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02288.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02288.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 123	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02289.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02289.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 124	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02290.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02290.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 22	Homo sapiens	breast	adult	epithelial	Caucasian	23Y	female	primary ductal carcinoma	1	HCC1937	not available	cell	run 125	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02291.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02291.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1937
Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	cell	run 126	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02327.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02327.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1599
Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	cell	run 127	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02328.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02328.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1599
Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	cell	run 128	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02329.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02329.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1599
Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	cell	run 129	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02330.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02330.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1599
Sample 23	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	cell	run 130	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02331.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02331.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1599
Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	cell	run 131	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02333.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02333.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1599
Sample 24	Homo sapiens	breast	adult	epithelial	Caucasian	44Y	female	primary ductal carcinoma	1	HCC1599	not available	cell	run 132	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02334.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02334.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1599
