#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics
#template_version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[cell line]	characteristics[treatment]	characteristics[RBC Proteins]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 81	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 1	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 82	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 3	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 83	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 13	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 84	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 11	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 85	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 1	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 86	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 3	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 87	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 13	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 88	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 11	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 89	plasmodium falciparum	not available	schizonts	not applicable	1	not available	not available	not available	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 90	plasmodium knowlesi	not available	schizonts	not applicable	1	not available	not available	not available	run 92	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A42RW2_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A42RW2_D1.raw	4	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 81	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 1	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 82	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 3	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 83	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 13	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 84	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 11	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 85	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 1	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 86	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 3	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 87	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 13	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 88	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 11	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 89	plasmodium falciparum	not available	schizonts	not applicable	1	not available	not available	not available	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 90	plasmodium knowlesi	not available	schizonts	not applicable	1	not available	not available	not available	run 93	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A43RW2_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A43RW2_E1.raw	5	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 81	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 1	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 82	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 3	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 83	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 13	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 84	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 11	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 85	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 1	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 86	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 3	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 87	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 13	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 88	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 11	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 89	plasmodium falciparum	not available	schizonts	not applicable	1	not available	not available	not available	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 90	plasmodium knowlesi	not available	schizonts	not applicable	1	not available	not available	not available	run 94	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A44RW2_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A44RW2_F1.raw	6	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 81	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 1	run 95	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A45RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A45RW2_G1.raw	7	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
