source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[treatment]	characteristics[disease]	characteristics[biological replicate]	characteristics[age]	characteristics[ancestry category]	characteristics[sex]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sdrf version]	comment[sdrf template]
Sample 8	Homo sapiens	not available	red blood cell	empty	not applicable	1	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr5.raw	5	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 9	Homo sapiens	not available	red blood cell	empty	not applicable	1	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr5.raw	5	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 10	Homo sapiens	not available	red blood cell	plasmodium falciparum	not applicable	1	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr5.raw	5	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 1	plasmodium falciparum	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 2	plasmodium falciparum	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 3	plasmodium falciparum	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 4	plasmodium knowlesi	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 5	plasmodium knowlesi	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 6	plasmodium knowlesi	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 7	Homo sapiens	not available	red blood cell	empty	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 8	Homo sapiens	not available	red blood cell	empty	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 9	Homo sapiens	not available	red blood cell	empty	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 10	Homo sapiens	not available	red blood cell	plasmodium falciparum	not applicable	1	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr6.raw	6	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 1	plasmodium falciparum	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 2	plasmodium falciparum	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 3	plasmodium falciparum	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 4	plasmodium knowlesi	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 5	plasmodium knowlesi	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 6	plasmodium knowlesi	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 7	Homo sapiens	not available	red blood cell	empty	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 8	Homo sapiens	not available	red blood cell	empty	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 9	Homo sapiens	not available	red blood cell	empty	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 10	Homo sapiens	not available	red blood cell	plasmodium falciparum	not applicable	1	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr7.raw	7	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 1	plasmodium falciparum	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr8.raw	8	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 2	plasmodium falciparum	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr8.raw	8	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 3	plasmodium falciparum	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr8.raw	8	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 4	plasmodium knowlesi	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr8.raw	8	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 5	plasmodium knowlesi	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr8.raw	8	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
Sample 6	plasmodium knowlesi	not available	schizonts	empty	not applicable	1	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	phospho_ms2_Lum_fr8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/phospho_ms2_Lum_fr8.raw	8	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da	v1.1.0	NT=ms-proteomics;VV=v1.1.0
