source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	Comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	Factor Value[Phenotype]
Sample 31	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 31	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS_03a.raw			20140408_QE_UP_U2OS_03a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	Control
Sample 32	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 32	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS_03b.raw			20140408_QE_UP_U2OS_03b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	Control
Sample 33	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 33	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS_03c.raw			20140408_QE_UP_U2OS_03c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	Control
Sample 34	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 34	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS_04a.raw			20140408_QE_UP_U2OS_04a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	Control
Sample 35	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 35	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS_04b.raw			20140408_QE_UP_U2OS_04b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	Control
Sample 36	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 36	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS_04c.raw			20140408_QE_UP_U2OS_04c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	Control
Sample 37	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 37	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS_05a.raw			20140408_QE_UP_U2OS_05a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	Control
Sample 38	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 38	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS_05b.raw			20140408_QE_UP_U2OS_05b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	Control
Sample 39	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 39	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS_05c.raw			20140408_QE_UP_U2OS_05c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	Control
Sample 40	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	1		run 40	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_0h_01a.raw			20140206_QE_UP_U2OS1222_0h_01a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 41	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	1		run 41	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_0h_01b.raw			20140206_QE_UP_U2OS1222_0h_01b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 42	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	1		run 42	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_0h_01c.raw			20140206_QE_UP_U2OS1222_0h_01c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 43	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	2		run 43	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_0h_02a.raw			20140206_QE_UP_U2OS1222_0h_02a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 44	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	2		run 44	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_0h_02b.raw			20140206_QE_UP_U2OS1222_0h_02b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 45	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	2		run 45	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_0h_02c.raw			20140206_QE_UP_U2OS1222_0h_02c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 46	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 46	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_0h_03a.raw			20140408_QE_UP_U2OS1222_0h_03a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 47	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 47	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_0h_03b.raw			20140408_QE_UP_U2OS1222_0h_03b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 48	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 48	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_0h_03c.raw			20140408_QE_UP_U2OS1222_0h_03c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 49	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 49	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_0h_04a.raw			20140408_QE_UP_U2OS1222_0h_04a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 50	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 50	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_0h_04b.raw			20140408_QE_UP_U2OS1222_0h_04b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 51	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 51	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_0h_04c.raw			20140408_QE_UP_U2OS1222_0h_04c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 52	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 52	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_0h_05a.raw			20140408_QE_UP_U2OS1222_0h_05a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 53	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 53	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_0h_05b.raw			20140408_QE_UP_U2OS1222_0h_05b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 54	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 54	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_0h_05c.raw			20140408_QE_UP_U2OS1222_0h_05c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	0h_HU
Sample 55	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	1		run 55	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_2h_01a.raw			20140206_QE_UP_U2OS1222_2h_01a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 56	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	1		run 56	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_2h_01b..raw			20140206_QE_UP_U2OS1222_2h_01b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 57	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	1		run 57	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_2h_01c.raw			20140206_QE_UP_U2OS1222_2h_01c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 58	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	2		run 58	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_2h_02a.raw			20140206_QE_UP_U2OS1222_2h_02a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 59	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	2		run 59	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_2h_02b.raw			20140206_QE_UP_U2OS1222_2h_02b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
