#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[enrichment process]	characteristics[enrichment method]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 32	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E10_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E10_r.raw	10	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 33	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E11.raw	11	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 34	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E11_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E11_r.raw	11	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 35	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E12.raw	12	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 36	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E12_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E12_r.raw	12	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 37	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E13.raw	13	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 38	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E13_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E13_r.raw	13	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 39	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E14.raw	14	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 40	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E14_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E14_r.raw	14	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 41	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E15.raw	15	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 42	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E15_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E15_r.raw	15	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 43	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E2.raw	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 44	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E2_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E2_r.raw	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 45	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E3.raw	3	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 46	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E3_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E3_r.raw	3	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 47	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E4.raw	4	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 48	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E4_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E4_r.raw	4	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 49	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E5.raw	5	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 50	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E5_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E5_r.raw	5	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 51	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E6.raw	6	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 52	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E6_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E6_r.raw	6	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 53	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E7.raw	7	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 54	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E7_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E7_r.raw	7	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 55	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E8.raw	8	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 56	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E8_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E8_r.raw	8	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 57	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E9.raw	9	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 2	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	IMAC	run 58	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_IMAC_E9_r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_IMAC_E9_r.raw	9	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 3	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	TiO2	run 59	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_TiO2_E10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_TiO2_E10.raw	10	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 3	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	TiO2	run 60	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_TiO2_E10r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_TiO2_E10r.raw	10	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 3	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	TiO2	run 61	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_TiO2_E11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_TiO2_E11.raw	11	1	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
Sample 3	plasmodium falciparum	human erythrocytes	schizont	not applicable	1	enrichment of phosphorylated protein	TiO2	run 62	proteomic profiling by mass spectrometry	3D7	PXD015093	NT=Data-dependent acquisition;AC=PRIDE:0000627	MZ_TiO2_E11r.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/03/PXD015093/MZ_TiO2_E11r.raw	11	2	AC=MS:1002038;NT=label free sample	AC=MS:1003096;NT=LTQ Orbitrap Velos Pro	AC=PRIDE:0000590;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	5 ppm	0.5 Da
