source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell line]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[individual]	material type	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fractionation method]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[individual]
Sample 19	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	M12	cell	run 38	proteomic profiling by mass spectrometry	M12-C_CYT_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 20	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M12	cell	run 39	proteomic profiling by mass spectrometry	M12-C_CYT_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 20	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M12	cell	run 40	proteomic profiling by mass spectrometry	M12-C_CYT_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 21	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	M12	cell	run 41	proteomic profiling by mass spectrometry	M12-C_CYT_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 21	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	M12	cell	run 42	proteomic profiling by mass spectrometry	M12-C_CYT_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 22	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	M12	cell	run 43	proteomic profiling by mass spectrometry	M12-C_NE_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 22	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	M12	cell	run 44	proteomic profiling by mass spectrometry	M12-C_NE_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 23	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M12	cell	run 45	proteomic profiling by mass spectrometry	M12-C_NE_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 23	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M12	cell	run 46	proteomic profiling by mass spectrometry	M12-C_NE_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 24	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	M12	cell	run 47	proteomic profiling by mass spectrometry	M12-C_NE_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 24	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	M12	cell	run 48	proteomic profiling by mass spectrometry	M12-C_NE_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M12
Sample 25	Homo sapiens	melanoma cerebral metastasis cells cytoplasm	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	M16	cell	run 49	proteomic profiling by mass spectrometry	M16-CB3_CYT_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 25	Homo sapiens	melanoma cerebral metastasis cells cytoplasm	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	M16	cell	run 50	proteomic profiling by mass spectrometry	M16-CB3_CYT_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 26	Homo sapiens	melanoma cerebral metastasis cells cytoplasm	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	M16	cell	run 51	proteomic profiling by mass spectrometry	M16-CB3_CYT_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 26	Homo sapiens	melanoma cerebral metastasis cells cytoplasm	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	M16	cell	run 52	proteomic profiling by mass spectrometry	M16-CB3_CYT_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 27	Homo sapiens	melanoma cerebral metastasis cells cytoplasm	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	M16	cell	run 53	proteomic profiling by mass spectrometry	M16-CB3_CYT_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 27	Homo sapiens	melanoma cerebral metastasis cells cytoplasm	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	M16	cell	run 54	proteomic profiling by mass spectrometry	M16-CB3_CYT_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 28	Homo sapiens	melanoma cerebral metastasis cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	M16	cell	run 55	proteomic profiling by mass spectrometry	M16-CB3_NE_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 28	Homo sapiens	melanoma cerebral metastasis cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	M16	cell	run 56	proteomic profiling by mass spectrometry	M16-CB3_NE_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 29	Homo sapiens	melanoma cerebral metastasis cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	M16	cell	run 57	proteomic profiling by mass spectrometry	M16-CB3_NE_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 29	Homo sapiens	melanoma cerebral metastasis cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	M16	cell	run 58	proteomic profiling by mass spectrometry	M16-CB3_NE_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 30	Homo sapiens	melanoma cerebral metastasis cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	M16	cell	run 59	proteomic profiling by mass spectrometry	M16-CB3_NE_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 30	Homo sapiens	melanoma cerebral metastasis cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	M16	cell	run 60	proteomic profiling by mass spectrometry	M16-CB3_NE_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 31	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	M16	cell	run 61	proteomic profiling by mass spectrometry	M16-C_CYT_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 31	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	M16	cell	run 62	proteomic profiling by mass spectrometry	M16-C_CYT_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 32	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M16	cell	run 63	proteomic profiling by mass spectrometry	M16-C_CYT_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 32	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M16	cell	run 64	proteomic profiling by mass spectrometry	M16-C_CYT_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 33	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	M16	cell	run 65	proteomic profiling by mass spectrometry	M16-C_CYT_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 33	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	M16	cell	run 66	proteomic profiling by mass spectrometry	M16-C_CYT_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 34	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	M16	cell	run 67	proteomic profiling by mass spectrometry	M16-C_NE_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 34	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	M16	cell	run 68	proteomic profiling by mass spectrometry	M16-C_NE_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 35	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M16	cell	run 69	proteomic profiling by mass spectrometry	M16-C_NE_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 35	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M16	cell	run 70	proteomic profiling by mass spectrometry	M16-C_NE_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 36	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	M16	cell	run 71	proteomic profiling by mass spectrometry	M16-C_NE_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 36	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	M16	cell	run 72	proteomic profiling by mass spectrometry	M16-C_NE_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	M16
Sample 37	Homo sapiens	melanoma cerebral metastasis  cells cytoplasm	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	YDFR	cell	run 73	proteomic profiling by mass spectrometry	YDFR-CB3_CYT_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	YDFR
Sample 37	Homo sapiens	melanoma cerebral metastasis  cells cytoplasm	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	YDFR	cell	run 74	proteomic profiling by mass spectrometry	YDFR-CB3_CYT_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	YDFR
Sample 38	Homo sapiens	melanoma cerebral metastasis  cells cytoplasm	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	YDFR	cell	run 75	proteomic profiling by mass spectrometry	YDFR-CB3_CYT_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	YDFR
