source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	characteristics[phenotype]	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[label]	comment[technical replicate]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters].3	comment[fractionation method]	comment[fractionation method]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	factor value[phenotype]
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 29	proteomic profiling by mass spectrometry	111229_pHL29.raw	29	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL29.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW508 cell line
pHL_SW480	Homo sapiens	Colorectum	not available	SW480	not available	not available	not available	Colorectal adenocarcinoma	not available	1	non-metastatic SW480 cell line	run 30	proteomic profiling by mass spectrometry	111229_pHL30.raw	30	SILAC heavy	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL30.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	non-metastatic SW509 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 1	proteomic profiling by mass spectrometry	111229_pHL01.raw	1	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL01.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 2	proteomic profiling by mass spectrometry	111229_pHL02.raw	2	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL02.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 3	proteomic profiling by mass spectrometry	111229_pHL03.raw	3	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL03.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 4	proteomic profiling by mass spectrometry	111229_pHL04.raw	4	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL04.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 5	proteomic profiling by mass spectrometry	111229_pHL05.raw	5	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL05.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 6	proteomic profiling by mass spectrometry	111229_pHL06.raw	6	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL06.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 7	proteomic profiling by mass spectrometry	111229_pHL07.raw	7	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL07.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 8	proteomic profiling by mass spectrometry	111229_pHL08.raw	8	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL08.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 9	proteomic profiling by mass spectrometry	111229_pHL09.raw	9	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL09.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 10	proteomic profiling by mass spectrometry	111229_pHL10.raw	10	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL10.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 11	proteomic profiling by mass spectrometry	111229_pHL11.raw	11	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL11.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 12	proteomic profiling by mass spectrometry	111229_pHL12.raw	12	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL12.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 13	proteomic profiling by mass spectrometry	111229_pHL13.raw	13	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL13.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 14	proteomic profiling by mass spectrometry	111229_pHL14.raw	14	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL14.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 15	proteomic profiling by mass spectrometry	111229_pHL15.raw	15	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL15.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 16	proteomic profiling by mass spectrometry	111229_pHL16.raw	16	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL16.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 17	proteomic profiling by mass spectrometry	111229_pHL17.raw	17	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL17.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 18	proteomic profiling by mass spectrometry	111229_pHL18.raw	18	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL18.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 19	proteomic profiling by mass spectrometry	111229_pHL19.raw	19	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL19.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 20	proteomic profiling by mass spectrometry	111229_pHL20.raw	20	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL20.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 21	proteomic profiling by mass spectrometry	111229_pHL21.raw	21	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL21.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 22	proteomic profiling by mass spectrometry	111229_pHL22.raw	22	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL22.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 23	proteomic profiling by mass spectrometry	111229_pHL23.raw	23	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL23.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 24	proteomic profiling by mass spectrometry	111229_pHL24.raw	24	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL24.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 25	proteomic profiling by mass spectrometry	111229_pHL25.raw	25	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL25.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 26	proteomic profiling by mass spectrometry	111229_pHL26.raw	26	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL26.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
pHL_SW620	Homo sapiens	Colorectum	not available	SW620	not available	not available	not available	Colorectal adenocarcinoma	not available	1	metastatic SW620 cell line	run 27	proteomic profiling by mass spectrometry	111229_pHL27.raw	27	SILAC light	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Trypsin/P;AC=MS:1001313	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Label:13C(6);MT=variable;TA=K;AC=UNIMOD:188	NT=Label:13C(6)15N(4);MT=variable;TA=R;AC=UNIMOD:267	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=IMAC;AC=PRIDE:0000587	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	https://repository.jpostdb.org/data/JPST000207.0/111229_pHL27.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	metastatic SW620 cell line
