source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[enrichment process]	assay name	technology type	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 32	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_04.raw	HpH3_04.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	4	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 33	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_05.raw	HpH3_05.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	5	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 34	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_06.raw	HpH3_06.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	6	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 35	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_07.raw	HpH3_07.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	7	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 36	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_08.raw	HpH3_08.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 37	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_09.raw	HpH3_09.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 38	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_10.raw	HpH3_10.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	10	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 39	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_11.raw	HpH3_11.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	11	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 40	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_12.raw	HpH3_12.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	12	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 41	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_13.raw	HpH3_13.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	13	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 42	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH3_14.raw	HpH3_14.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	14	3
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 43	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_01.raw	HpH4_01.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	1	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 44	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_02.raw	HpH4_02.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	2	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 45	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_03.raw	HpH4_03.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	3	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 46	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_04.raw	HpH4_04.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	4	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 47	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_05.raw	HpH4_05.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	5	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 48	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_06.raw	HpH4_06.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	6	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_07.raw	HpH4_07.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	7	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_08.raw	HpH4_08.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 51	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_09.raw	HpH4_09.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 52	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_10.raw	HpH4_10.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	10	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 53	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_11.raw	HpH4_11.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	11	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 54	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_12.raw	HpH4_12.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	12	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 55	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_13.raw	HpH4_13.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	13	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH4_14.raw	HpH4_14.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	14	4
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_01.raw	HpH_Opt1_01.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	1	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_02.raw	HpH_Opt1_02.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	2	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_03.raw	HpH_Opt1_03.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	3	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_04.raw	HpH_Opt1_04.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	4	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_05.raw	HpH_Opt1_05.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	5	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_06.raw	HpH_Opt1_06.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	6	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_07.raw	HpH_Opt1_07.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	7	5
