Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[enrichment process]	Characteristics[disease]	Characteristics[biological replicate]	Assay Name	Comment[technical replicate]	Comment[fraction identifier]	Comment[file uri]	Characteristics[developmental stage]	Comment[instrument]	Comment[label]	Comment[cleavage agent details]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[dissociation method]	Comment[collision energy]	Comment[precursor mass tolerance]	Comment[fragment mass tolerance]	Comment[data file]	Material Type
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 86	1	12	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr12.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr12.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 87	1	13	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr13.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr13.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 88	1	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr14.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr14.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 89	1	15	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr15.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr15.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 90	1	16	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr16.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr16.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 91	1	17	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr17.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr17.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 92	1	18	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr18.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr18.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 93	1	19	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr19.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr19.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 94	1	20	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr20.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr20.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 95	1	21	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr21.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr21.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 96	1	22	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr22.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr22.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 97	1	23	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr23.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr23.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 98	1	24	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr24.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr24.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 99	1	25	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr25.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr25.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 100	1	26	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr26.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr26.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 101	1	27	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr27.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr27.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 102	1	28	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr28.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr28.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 103	1	29	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr29.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr29.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 104	1	30	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr30.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr30.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 105	1	31	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr31.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr31.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 106	1	32	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr32.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr32.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 107	1	33	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr33.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr33.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 108	1	34	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr34.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr34.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 109	1	35	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr35.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr35.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 110	1	36	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr36.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr36.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 111	1	37	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr37.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr37.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 112	1	38	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr38.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr38.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 113	1	39	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr39.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr39.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 114	1	40	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr40.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr40.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 115	1	41	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr41.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr41.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 116	1	42	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr42.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr42.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 117	1	43	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr43.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr43.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 118	1	44	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr44.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr44.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 119	1	45	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr45.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr45.raw	cell
Sample 2	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 120	1	46	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr46.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_1mgIPG25-37_fr46.raw	cell
