source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[cell part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sampling time]	characteristics[phenotype]	characteristics[biological replicate]	characteristics[enrichment process]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[phenotype]	factor value[sampling time]
DBA_CTRL_Heart_Cyto_d07	Mus musculus	DBA/2J	Heart	cardiac	Cytosol	9W-12W	normal	7	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	DBA_CTRL_Heart_Cyto_d07_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Cyto_d07_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7
DBA_CTRL_Heart_Cyto_d10	Mus musculus	DBA/2J	Heart	cardiac	Cytosol	9W-12W	normal	10	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	DBA_CTRL_Heart_Cyto_d10_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Cyto_d10_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10
DBA_CTRL_Heart_Cyto_d14	Mus musculus	DBA/2J	Heart	cardiac	Cytosol	9W-12W	normal	14	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	DBA_CTRL_Heart_Cyto_d14_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Cyto_d14_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14
DBA_ISO_Heart_Cyto_d01	Mus musculus	DBA/2J	Heart	cardiac	Cytosol	9W-12W	normal	1	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	DBA_ISO_Heart_Cyto_d01_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Cyto_d01_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1
DBA_ISO_Heart_Cyto_d03	Mus musculus	DBA/2J	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	DBA_ISO_Heart_Cyto_d03_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Cyto_d03_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3
DBA_ISO_Heart_Cyto_d05	Mus musculus	DBA/2J	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	DBA_ISO_Heart_Cyto_d05_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Cyto_d05_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5
DBA_ISO_Heart_Cyto_d07	Mus musculus	DBA/2J	Heart	cardiac	Cytosol	9W-12W	normal	7	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	DBA_ISO_Heart_Cyto_d07_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Cyto_d07_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7
DBA_ISO_Heart_Cyto_d10	Mus musculus	DBA/2J	Heart	cardiac	Cytosol	9W-12W	normal	10	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	DBA_ISO_Heart_Cyto_d10_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Cyto_d10_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10
DBA_ISO_Heart_Cyto_d14	Mus musculus	DBA/2J	Heart	cardiac	Cytosol	9W-12W	normal	14	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	DBA_ISO_Heart_Cyto_d14_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_ISO_Heart_Cyto_d14_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14
FVB_CTRL_Heart_Cyto_d00	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	0	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_CTRL_Heart_Cyto_d00_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Cyto_d00_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	0
FVB_CTRL_Heart_Cyto_d01	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	1	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_CTRL_Heart_Cyto_d01_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Cyto_d01_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	1
FVB_CTRL_Heart_Cyto_d02	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	2	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_CTRL_Heart_Cyto_d02_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Cyto_d02_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	2
FVB_CTRL_Heart_Cyto_d03	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	3	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_CTRL_Heart_Cyto_d03_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Cyto_d03_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	3
FVB_CTRL_Heart_Cyto_d05	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	5	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_CTRL_Heart_Cyto_d05_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Cyto_d05_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	5
FVB_CTRL_Heart_Cyto_d07	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	7	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_CTRL_Heart_Cyto_d07_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Cyto_d07_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	7
FVB_CTRL_Heart_Cyto_d10	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	10	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_CTRL_Heart_Cyto_d10_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Cyto_d10_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	10
FVB_CTRL_Heart_Cyto_d14	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	14	Control	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_CTRL_Heart_Cyto_d14_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_CTRL_Heart_Cyto_d14_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14
FVB_ISO_Heart_Cyto_d01	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	1	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_ISO_Heart_Cyto_d01_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d01_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1
FVB_ISO_Heart_Cyto_d03	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_ISO_Heart_Cyto_d03_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d03_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3
FVB_ISO_Heart_Cyto_d05	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_ISO_Heart_Cyto_d05_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d05_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5
FVB_ISO_Heart_Cyto_d07	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	7	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_ISO_Heart_Cyto_d07_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d07_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7
FVB_ISO_Heart_Cyto_d10	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	10	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_ISO_Heart_Cyto_d10_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d10_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10
FVB_ISO_Heart_Cyto_d14	Mus musculus	FVB/NJ	Heart	cardiac	Cytosol	9W-12W	normal	14	hypertrophy groups	1	enrichment of phosphorylated Protein	run 5	proteomic profiling by mass spectrometry	FVB_ISO_Heart_Cyto_d14_A05.raw	1	5	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/FVB_ISO_Heart_Cyto_d14_A05.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14
BALB_CTRL_Heart_Cyto_d14	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	14	Control	1	enrichment of phosphorylated Protein	run 6	proteomic profiling by mass spectrometry	BALB_CTRL_Heart_Cyto_d14_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_CTRL_Heart_Cyto_d14_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	Control	14
BALB_ISO_Heart_Cyto_d01	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	1	hypertrophy groups	1	enrichment of phosphorylated Protein	run 6	proteomic profiling by mass spectrometry	BALB_ISO_Heart_Cyto_d01_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d01_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	1
BALB_ISO_Heart_Cyto_d03	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	3	hypertrophy groups	1	enrichment of phosphorylated Protein	run 6	proteomic profiling by mass spectrometry	BALB_ISO_Heart_Cyto_d03_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d03_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	3
BALB_ISO_Heart_Cyto_d05	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	5	hypertrophy groups	1	enrichment of phosphorylated Protein	run 6	proteomic profiling by mass spectrometry	BALB_ISO_Heart_Cyto_d05_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d05_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	5
BALB_ISO_Heart_Cyto_d07	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	7	hypertrophy groups	1	enrichment of phosphorylated Protein	run 6	proteomic profiling by mass spectrometry	BALB_ISO_Heart_Cyto_d07_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d07_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	7
BALB_ISO_Heart_Cyto_d10	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	10	hypertrophy groups	1	enrichment of phosphorylated Protein	run 6	proteomic profiling by mass spectrometry	BALB_ISO_Heart_Cyto_d10_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d10_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	10
BALB_ISO_Heart_Cyto_d14	Mus musculus	BALB/cJ	Heart	cardiac	Cytosol	9W-12W	normal	14	hypertrophy groups	1	enrichment of phosphorylated Protein	run 6	proteomic profiling by mass spectrometry	BALB_ISO_Heart_Cyto_d14_A06.raw	1	6	NT=metabolic label;AC=PRIDE:0000597	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/BALB_ISO_Heart_Cyto_d14_A06.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7	600 ppm	20 ppm	hypertrophy groups	14
