source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[treatment]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[modification parameters].3	comment[modification parameters].4	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 6	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 6	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139488_C1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139488_C1.raw	6	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 1	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 7	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139489_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139489_D1.raw	7	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 2	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 7	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139489_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139489_D1.raw	7	1	TMT127	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 3	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 7	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139489_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139489_D1.raw	7	1	TMT128	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 4	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 7	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139489_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139489_D1.raw	7	1	TMT129	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 5	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 7	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139489_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139489_D1.raw	7	1	TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 6	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 7	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139489_D1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139489_D1.raw	7	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 1	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 8	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139490_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139490_E1.raw	8	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 2	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 8	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139490_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139490_E1.raw	8	1	TMT127	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 3	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 8	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139490_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139490_E1.raw	8	1	TMT128	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 4	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 8	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139490_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139490_E1.raw	8	1	TMT129	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 5	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 8	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139490_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139490_E1.raw	8	1	TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 6	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 8	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139490_E1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139490_E1.raw	8	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 1	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 9	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139491_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139491_F1.raw	9	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 2	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 9	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139491_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139491_F1.raw	9	1	TMT127	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 3	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 9	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139491_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139491_F1.raw	9	1	TMT128	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 4	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 9	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139491_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139491_F1.raw	9	1	TMT129	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 5	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 9	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139491_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139491_F1.raw	9	1	TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 6	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 9	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139491_F1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139491_F1.raw	9	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 1	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 10	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139492_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139492_G1.raw	10	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 2	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 10	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139492_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139492_G1.raw	10	1	TMT127	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 3	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 10	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139492_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139492_G1.raw	10	1	TMT128	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 4	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 10	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139492_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139492_G1.raw	10	1	TMT129	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 5	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 10	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139492_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139492_G1.raw	10	1	TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 6	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 10	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139492_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139492_G1.raw	10	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 1	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 11	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139493_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139493_H1.raw	11	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 2	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 11	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139493_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139493_H1.raw	11	1	TMT127	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 3	plasmodium falciparum	not available	schizonts	not applicable	1	RAP	run 11	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139493_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139493_H1.raw	11	1	TMT128	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 4	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 11	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139493_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139493_H1.raw	11	1	TMT129	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 5	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 11	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139493_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139493_H1.raw	11	1	TMT130	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 6	plasmodium falciparum	not available	schizonts	not applicable	1	DMSO	run 11	proteomic profiling by mass spectrometry	3D7	PXD009157	92-149139493_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD009157/92-149139493_H1.raw	11	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
